location_id,location_name,category,multi_labels,avg_sentimen_skor,total_ulasan,sentimen_label_lokasi,latitude,longitude,price_min,price_max,jam_buka,jam_tutup,estimasi_durasi_menit,deskripsi_google,price_type,subcategory,tags_sintetis,jam_buka_weekday,jam_tutup_weekday,jam_buka_weekend,jam_tutup_weekend,sumber_deskripsi,sumber_jam,status_deskripsi,status_jam,catatan_jam,avg_rating,ulasan_positif,ulasan_negatif,sentiment_score,sentiment_model_source,sentiment_model_version,sentiment_available
LOC-040,Gunung Bohong,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner']",0.9473684210526316,76.0,Sangat Positif,-6.876389,107.519722,5000,5000,07:00,17:00,120,Bukit hijau setinggi 877 mdpl di Kota Cimahi yang menjadi jalur pendakian rekreasi keluarga yang dilengkapi tangga paving block dan pemandangan perkotaan yang indah.,Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",06:00,18:00,06:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.618421052631579,73.0,1.0,0.9473684210526316,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-041,Gunung Puntang,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Wahana Ekstrem']",0.9333333333333332,30.0,Sangat Positif,-7.1213917,107.6212909,25000,35000,07:00,17:00,120,"Gunung Puntang di Cimaung, Bandung Selatan merupakan kawasan wisata alam bersejarah yang menyajikan reruntuhan Stasiun Radio Malabar kolonial Belanda, bumi perkemahan, dan jalur pendakian.",Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.733333333333333,29.0,1.0,0.9333333333333332,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-042,Gunung Putri Lembang,Wisata Alam,"['Alam', 'Spot Foto', 'Santai/Healing', 'Wahana Ekstrem']",0.9148936170212766,47.0,Sangat Positif,-6.795833,107.6338052,10000,25000,07:00,17:00,120,"Gunung Putri Lembang adalah bukit perkemahan setinggi 1.587 mdpl yang menyuguhkan pemandangan matahari terbit, pemandangan lampu kota Bandung, dan jalur pendakian ramah pemula di kelilingi hutan pinus.",Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.659574468085107,45.0,2.0,0.9148936170212766,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-043,Happyfarm Ciwidey,Wisata Satwa,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Belanja', 'Santai/Healing']",0.845,200.0,Sangat Positif,-7.1154888,107.4380458,10000,20000,00:00,00:00,90,"Happy Farm Ciwidey adalah destinasi wisata keluarga bertema peternakan edukatif di Ciwidey, menampilkan kebun binatang mini kelinci dan domba, wahana berkuda, serta Candy House yang ceria.",Per Orang,Wisata farm,"Wisata, Umum, Menarik",09:00,17:00,08:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.415,174.0,5.0,0.845,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-044,Jans Park (Jatinangor National Park),Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Wahana Ekstrem']",0.6981132075471698,53.0,Sangat Positif,-6.918795,107.769342,30000,100000,08:00,17:00,180,"Taman bunga florawisata terbesar di Sumedang yang mengusung konsep kastil ala negeri dongeng dengan rainbow slide, bianglala, serta pemandangan Gunung Manglayang.",Per Orang,Taman rekreasi tematik,"Keluarga, Anak-anak, Wahana, Seru",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.566037735849057,43.0,6.0,0.6981132075471698,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-045,Jendela Alam,Tempat Belajar,"['Alam', 'Ramah Anak', 'Edukasi', 'Kuliner', 'Wahana Ekstrem']",0.8536209553158706,649.0,Sangat Positif,-6.819371,107.596634,20000,20000,08:30,16:30,90,"Aktivitas pertanian adalah tema dari wisata belajar ini, yang ditujukan untuk dunia alam.",Per Orang,Edukasi alam,"Wisata, Umum, Menarik",08:30,16:30,08:30,16:30,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.562403697996919,579.0,25.0,0.8536209553158706,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-046,Kampung Buyut Cipageran (Kabuci) Asih Putera,Desa Wisata,"['Alam', 'Ramah Anak', 'Kuliner', 'Santai/Healing']",0.8501026694045175,487.0,Sangat Positif,-6.8480317,107.5487982,10000,10000,08:00,22:00,90,"Kampung wisata adat dan konservasi tanaman langka di Cimahi Utara yang menyajikan suasana asri kebudayaan Sunda tradisional, saung bambu, dan edukasi pertanian.",Per Orang,Kampung wisata,"Wisata, Umum, Menarik",08:00,22:00,08:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.552361396303901,435.0,21.0,0.8501026694045175,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-047,Kampung Cireundeu,Desa Wisata,"['Alam', 'Edukasi', 'Kuliner', 'Wahana Ekstrem']",0.8888888888888888,54.0,Sangat Positif,-6.9142798,107.523423,0,0,08:00,17:00,90,Kampung adat Sunda Wiwitan di Cimahi Selatan yang terkenal karena kemandirian pangan warganya dengan mengonsumsi beras singkong (rasi) serta pelestarian hutan larangan.,Gratis,Kampung adat,"Wisata, Umum, Menarik",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.62962962962963,51.0,3.0,0.8888888888888888,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-048,Kampung Karuhun Eco Green Park Sumedang,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing', 'Wahana Ekstrem']",0.5510204081632653,49.0,Positif,-6.892019,107.954774,15000,30000,08:00,18:00,180,"Kampung Karuhun Eco Green Park di Citengah, Sumedang memadukan konsep wisata alam pegunungan dengan wahana petualangan luar ruangan seperti river tubing, kolam renang, dan panggung seni budaya.",Per Orang,Eco park,"Keluarga, Anak-anak, Wahana, Seru",08:00,16:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",3.979591836734694,36.0,9.0,0.5510204081632653,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-049,Kampung Toga Villa & Resto,Tempat Kuliner,['Alam'],1.0,2.0,Sangat Positif,-6.8722,107.9119,10000,10000,11:00,22:00,90,"Kampung Toga Villa & Resto di Sukajaya, Sumedang Selatan, adalah kawasan agrowisata keluarga yang menyuguhkan pemandangan perbukitan asri, villa penginapan, kolam renang, serta arena olahraga paralayang.",Per Orang,Restoran wisata,"Kuliner, Nongkrong, Santai",08:00,21:00,08:00,21:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,5.0,2.0,0.0,1.0,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-050,Kawah Putih,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Belanja']",0.8,200.0,Sangat Positif,-7.1661181,107.4022669,31000,31000,07:00,17:00,120,"Kawah Putih adalah danau kawah vulkanik eksotis yang terbentuk dari letusan Gunung Patuha di Ciwidey, terletak pada ketinggian 2.430 mdpl dengan air putih kehijauan yang menawan dan udara sejuk.",Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.49,173.0,13.0,0.8,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-051,Kebun Begonia Lembang,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner']",0.8941684665226782,463.0,Sangat Positif,-6.8257237,107.6377442,30000,30000,08:00,17:00,120,Taman kecil populer ini dipenuhi berbagai bunga warna-warni dan menawarkan sayuran untuk dipetik.,Per Orang,Taman bunga,"Alam, Outdoor, Pemandangan, Udara Segar",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.578833693304536,425.0,11.0,0.8941684665226782,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-052,Kebun Binatang Bandung,Wisata Satwa,"['Alam', 'Ramah Anak', 'Spot Foto', 'Edukasi', 'Kuliner', 'Belanja', 'Santai/Healing', 'Wahana Ekstrem']",0.8967136150234741,213.0,Sangat Positif,-6.8911349,107.6069218,50000,50000,08:00,17:00,90,Kebun Binatang Bandung merupakan taman margasatwa seluas 14 hektar di Tamansari yang mengoleksi lebih dari 800 satwa dan berfungsi sebagai kawasan konservasi edukatif di tengah Kota Bandung.,Per Orang,Wisata satwa,"Wisata, Umum, Menarik",10:00,16:00,10:00,16:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.549295774647887,196.0,5.0,0.8967136150234741,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-053,Lembang Park & Zoo,Wisata Satwa,"['Ramah Anak', 'Kuliner', 'Wahana Ekstrem']",0.9710982658959536,173.0,Sangat Positif,-6.8054528,107.5913571,65000,85000,09:00,17:00,90,"Kebun binatang kecil dengan harimau, reptil & kandang burung eksotis, plus taman hiburan & naik kuda poni.",Per Orang,Wisata satwa,"Wisata, Umum, Menarik",09:00,17:00,08:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.930635838150289,170.0,2.0,0.9710982658959536,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-054,Lembang Wonderland,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner']",0.1571428571428571,210.0,Netral,-6.8172979,107.6121455,35000,35000,10:00,19:00,180,"Latar belakang fantasi seperti desa salju atau taman es krim untuk berfoto, serta pertunjukan, di taman tema.",Per Orang,Taman rekreasi tematik,"Keluarga, Anak-anak, Wahana, Seru",10:00,19:00,10:00,20:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",3.1142857142857143,111.0,78.0,0.1571428571428571,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-055,Maribaya Natural Hotspring Resort,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner']",0.6470588235294118,119.0,Sangat Positif,-6.8309841,107.6552157,45000,45000,07:00,17:00,120,"Maribaya Natural Hotspring Resort di Lembang menyajikan pemandian air panas alami berkhasiat kesehatan yang dikelilingi hutan pinus rindang, air terjun Cigulung, serta area bermain keluarga.",Per Orang,Air panas alami,"Alam, Outdoor, Pemandangan, Udara Segar",08:00,18:00,08:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.285714285714286,89.0,12.0,0.6470588235294118,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-056,Masjid Agung Bandung,Tempat Ibadah,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing']",0.55,200.0,Positif,-6.9218,107.6062,0,0,05:00,22:00,60,"Masjid luas yang didirikan pada abad ke-19 dengan atap kubah yang besar, dan menara kembar 81 m.",Gratis,Tempat ibadah,"Ruang Publik, Santai, Jalan-jalan",05:00,22:00,05:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.09,146.0,36.0,0.55,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-057,Masjid Agung Sumedang,Tempat Ibadah,"['Alam', 'Kuliner', 'Santai/Healing']",0.7241379310344828,58.0,Sangat Positif,-6.907497,107.647137,0,0,04:00,22:00,60,"Masjid bersejarah yang didirikan tahun 1850 di pusat kota Sumedang dengan arsitektur unik perpaduan gaya tradisional Sunda, ornamen Tionghoa, dan kolonial Belanda.",Gratis,Tempat ibadah,"Ruang Publik, Santai, Jalan-jalan",04:00,22:00,04:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.362068965517241,49.0,7.0,0.7241379310344828,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-058,Masjid Jami' Al Baakhirah,Tempat Ibadah,"['Kuliner', 'Santai/Healing']",0.9166666666666666,48.0,Sangat Positif,-6.8901807,107.5373351,0,0,03:30,19:30,60,"Masjid unik di Kota Cimahi yang dirancang menyerupai kapal laut lengkap dengan jangkar, cerobong nakhoda, serta interior bernuansa geladak bahtera Nabi Nuh.",Gratis,Tempat ibadah,"Ruang Publik, Santai, Jalan-jalan",03:30,19:30,03:30,02:30,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.75,45.0,1.0,0.9166666666666666,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-059,Mata Air Cikandung,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Belanja', 'Santai/Healing']",0.8947368421052632,19.0,Sangat Positif,-6.7911008,107.9241417,5000,5000,07:00,17:00,120,Destinasi pemandian alam asri di Sumedang dengan kolam mata air jernih dari Gunung Tampomas yang mengalir di antara hamparan persawahan hijau sejuk.,Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.631578947368421,17.0,0.0,0.8947368421052632,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-060,Museum Geologi Bandung,Tempat Belajar,"['Alam', 'Ramah Anak', 'Spot Foto', 'Edukasi', 'Belanja', 'Wahana Ekstrem']",0.975,200.0,Sangat Positif,-6.9003424,107.620961,5000,5000,09:00,15:00,90,Museum 1928 dengan pameran batu & mineral hingga fosil invertebrata & vertebrata.,Per Orang,Tempat edukasi,"Wisata, Umum, Menarik",09:00,15:00,09:00,14:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.89,197.0,2.0,0.975,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-061,Museum Konferensi Asia Afrika,Tempat Belajar,"['Alam', 'Ramah Anak', 'Spot Foto', 'Edukasi', 'Santai/Healing']",0.97,200.0,Sangat Positif,-6.9210729,107.6096452,0,0,09:00,15:00,90,"Museum yang didedikasikan untuk Konferensi negara Asia-Afrika yang baru merdeka, di Bandung tahun 1955.",Gratis,Tempat edukasi,"Wisata, Umum, Menarik",Tutup,Tutup,Tutup,Tutup,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.85,196.0,2.0,0.97,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-062,Museum Pos Indonesia,Tempat Belajar,"['Alam', 'Ramah Anak', 'Edukasi']",0.8939393939393939,198.0,Sangat Positif,-6.9020925,107.6198013,0,0,09:00,15:00,90,"Museum yang berisi sejarah pos & komunikasi Indonesia, termasuk transportasi & perangko.",Gratis,Tempat edukasi,"Wisata, Umum, Menarik",09:00,15:00,09:00,13:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.6767676767676765,182.0,5.0,0.8939393939393939,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-063,Museum Sri Baduga,Tempat Belajar,"['Alam', 'Ramah Anak', 'Edukasi', 'Belanja']",0.9494949494949496,198.0,Sangat Positif,-6.9377186,107.6035761,5000,5000,08:00,16:00,90,"Beragam koleksi umum yang mencakup sejarah lokal & etnografi, arkeologi, koin, & seni rupa lokal.",Per Orang,Tempat edukasi,"Wisata, Umum, Menarik",Tutup,Tutup,08:00,14:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.686868686868687,191.0,3.0,0.9494949494949496,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-064,Nimo Highland,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing', 'Wahana Ekstrem']",0.752,250.0,Sangat Positif,-7.2203,107.5781,30000,60000,09:00,17:00,180,Kawasan wisata instagramable di Pangalengan dengan jembatan kaca U sepanjang 150 meter di atas kebun teh dan memiliki desain ikonik bertema kubah putih Santorini.,Per Orang,Wisata panorama buatan,"Keluarga, Anak-anak, Wahana, Seru",09:00,17:00,05:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.344,209.0,21.0,0.752,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-065,Orchid Forest Cikole,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing', 'Wahana Ekstrem']",0.7434782608695653,230.0,Sangat Positif,-6.7801991,107.6379318,40000,40000,10:00,18:00,120,"Lebih dari 20.000 anggrek ada di wisata hutan ini, dengan area bermain & jembatan gantung.",Per Orang,Hutan wisata,"Alam, Outdoor, Pemandangan, Udara Segar",09:00,18:00,08:00,19:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.404347826086957,194.0,23.0,0.7434782608695653,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-066,Pandiga Educreation Sports,Rekreasi Keluarga,"['Alam', 'Ramah Anak', 'Kuliner', 'Santai/Healing', 'Wahana Ekstrem']",0.8888888888888888,18.0,Sangat Positif,-6.8755807,107.5554364,30000,35000,08:00,18:00,180,"Fasilitas untuk bulu tangkis, sepak bola indoor & kolam renang outdoor, plus teras taman & pujasera ramai.",Per Orang,Olahraga rekreasi,"Keluarga, Anak-anak, Wahana, Seru",08:00,18:00,08:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.222222222222222,17.0,1.0,0.8888888888888888,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-067,Paris Van Java Resort Lifestyle Place,Tempat Belanja,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Belanja']",0.82,200.0,Sangat Positif,-6.9231445,107.6822858,0,0,10:00,22:00,150,"Pusat perbelanjaan semarak dengan aneka toko bermerek, tempat makan, bioskop & hiburan lainnya.",Gratis,Mall,"Belanja, Indoor, Kuliner, Modern",10:00,22:00,10:00,23:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.445,176.0,12.0,0.82,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-068,Pasar Cimindi,Tempat Belanja,['Umum'],0.0,0.0,,-6.8971851,107.5585651,0,0,00:00,23:59,150,Pasar tradisional rakyat yang dikelola Pemerintah Kota Cimahi sebagai pusat ekonomi dan penyedia kebutuhan pokok harian masyarakat sekitar.,Gratis,Pusat belanja,"Belanja, Indoor, Kuliner, Modern",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,,,,0.0,unavailable,,False
LOC-069,Pemandian Cipanas Cileungsing,Wisata Alam,"['Alam', 'Ramah Anak', 'Kuliner', 'Belanja']",0.6111111111111112,54.0,Sangat Positif,-7.00583,107.51944,10000,15000,00:00,23:59,120,Pemandian air panas belerang alami di kaki Gunung Tampomas Sumedang yang populer untuk terapi kesehatan dan relaksasi keluarga.,Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.222222222222222,39.0,6.0,0.6111111111111112,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-070,Penangkaran Rusa Ranca Upas,Tempat Camping,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Belanja', 'Santai/Healing', 'Wahana Ekstrem']",0.885,200.0,Sangat Positif,-7.1227905,107.424115,28000,44000,07:00,17:30,90,"Bumi perkemahan santai tepi pantai dengan kano, memberi makan rusa, kolam mata air panas & taman bermain air.",Per Orang,Camping ground,"Wisata, Umum, Menarik",07:00,17:30,07:00,17:30,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.55,184.0,7.0,0.885,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-071,Puncak Bukit Kujang Gunung Bohong,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner']",0.9347826086956522,46.0,Sangat Positif,-6.8766,107.5199,0,0,06:00,18:00,120,Puncak area Gunung Bohong Cimahi yang dihiasi tugu Kujang Kembar dan menyajikan panorama lanskap perkotaan Bandung Raya dari ketinggian.,Gratis,Puncak bukit,"Alam, Outdoor, Pemandangan, Udara Segar",06:00,18:00,06:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.826086956521739,44.0,1.0,0.9347826086956522,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-072,Puncak Eurad,Wisata Alam,"['Alam', 'Spot Foto', 'Kuliner', 'Santai/Healing']",0.3255813953488372,43.0,Positif,-6.7903231,107.68087,5000,5000,07:00,17:00,120,"Puncak Eurad adalah objek wisata perbukitan sejuk di perbatasan Lembang dan Subang, menawarkan panorama hutan pinus, hamparan kebun teh, gardu pandang foto ikonik, serta bumi perkemahan.",Per Orang,Daya tarik alam,"Alam, Outdoor, Pemandangan, Udara Segar",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,3.604651162790698,27.0,13.0,0.3255813953488372,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-073,Ranca Upas Ciwidey,Tempat Camping,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Santai/Healing', 'Wahana Ekstrem']",0.82,200.0,Sangat Positif,-7.1384888,107.3917416,28000,28000,08:00,17:00,90,"Ranca Upas adalah kawasan bumi perkemahan terpopuler di Rancabali, Ciwidey, yang terkenal dengan penangkaran rusa ramah interaksi, kolam pemandian air panas, serta panorama hutan pegunungan sejuk.",Per Orang,Camping ground,"Wisata, Umum, Menarik",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.485,177.0,13.0,0.82,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-074,Rumah Makan Sangu Liwet Ibu Ika Pasirjambu Ciwidey,Tempat Kuliner,"['Alam', 'Ramah Anak', 'Kuliner', 'Belanja']",0.5656565656565656,198.0,Positif,-7.0728751,107.4894089,0,0,08:00,20:00,90,Restoran kuliner khas Sunda di jalur wisata Ciwidey yang menyajikan nasi liwet lezat di saung-saung asri di atas kolam ikan pedesaan.,Gratis,Rumah makan,"Kuliner, Nongkrong, Santai",08:00,20:00,08:00,20:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,3.984848484848485,139.0,27.0,0.5656565656565656,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-075,Sanghyang Heuleut,Wisata Alam,"['Alam', 'Spot Foto', 'Kuliner', 'Santai/Healing', 'Wahana Ekstrem']",0.6428571428571429,56.0,Sangat Positif,-6.8764679,107.341682,20000,20000,08:00,16:00,120,"Kolam alami terpencil dengan air kobalt, dapat diakses dengan jalur pendakian di ngarai sempit dan berbatu.",Per Orang,Danau alami,"Alam, Outdoor, Pemandangan, Udara Segar",08:00,16:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.214285714285714,45.0,9.0,0.6428571428571429,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-076,Sanghyang Kenit,Wisata Alam,"['Alam', 'Ramah Anak', 'Spot Foto', 'Kuliner', 'Belanja', 'Santai/Healing']",0.9433962264150944,53.0,Sangat Positif,-6.8598247,107.3478097,5000,10000,08:00,16:00,120,"Wisata alam tebing karst eksotis di aliran Citarum Purba Cipatat yang menawarkan keindahan tebing bebatuan purba, gua alam, dan aktivitas susur gua.",Per Orang,Sungai dan tebing,"Alam, Outdoor, Pemandangan, Udara Segar",08:00,16:00,08:00,16:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.566037735849057,51.0,1.0,0.9433962264150944,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-077,Saung Angklung Udjo,Tempat Seni,"['Alam', 'Ramah Anak', 'Edukasi', 'Kuliner', 'Belanja', 'Wahana Ekstrem']",0.975,200.0,Sangat Positif,-6.8982695,107.6552971,85000,85000,08:00,17:00,90,Sanggar angklung indoor-outdoor & pusat kerajinan dengan pertunjukan live.,Per Orang,Seni pertunjukan,"Edukasi, Sejarah, Budaya, Indoor",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.,4.87,196.0,1.0,0.975,tfidf_linearsvc,run_nlp_pipeline_v2,True
LOC-078,Selasar Sunaryo Art Space,Tempat Seni,"['Alam', 'Spot Foto', 'Edukasi', 'Kuliner', 'Santai/Healing']",0.8793969849246231,199.0,Sangat Positif,-6.8586315,107.6365204,25000,45000,10:00,17:00,90,"Pameran kontemporer & seni rupa, serta pertunjukan musik & tari, di ruang berlanskap.",Per Orang,Galeri seni,"Edukasi, Sejarah, Budaya, Indoor",Tutup,Tutup,10:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber.",4.592964824120603,183.0,8.0,0.8793969849246231,tfidf_linearsvc,run_nlp_pipeline_v2,True
