priority,impact_score,task_type,location_id,location_name,category,issue_codes,fields_to_complete,what_to_check,reviewer_decision,evidence_url,latest_review_seen,reviewer_note
P1,85,facility_verification,LOC-169,Dago Bakery Punclut,Tempat Kuliner,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-027,Dago Dreampark,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-029,Dusun Bambu,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-130,Fairy Garden by The Lodge,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-030,Farm House Susu Lembang,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-031,Floating Market Lembang,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-038,Gn. Tangkuban Parahu,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-044,Jans Park (Jatinangor National Park),Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-217,Karang Setra Waterland,Wahana Air,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-117,Kiara Artha Park,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-054,Lembang Wonderland,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-165,Malabar Mountain Coffee Shop & Eatery,Tempat Kuliner,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-179,Mini Mania Lembang,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-064,Nimo Highland,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-181,Noah's Park Lembang,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-145,Palalangon Park,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-216,Panama Park 825,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-066,Pandiga Educreation Sports,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-067,Paris Van Java Resort Lifestyle Place,Tempat Belanja,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-068,Pasar Cimindi,Tempat Belanja,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-122,Peta Park,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-074,Rumah Makan Sangu Liwet Ibu Ika Pasirjambu Ciwidey,Tempat Kuliner,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-127,Sarae Hills,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-172,Sudut Pandang Bandung,Tempat Kuliner,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-097,Taman Lembah Dewata,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-146,Taman Love Soreang,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-135,Taman Main Mili-Mili & Hutan Mycelia,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-141,Taman Wisata Bougenville,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-102,Terminal Wisata Grafika Cikole,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-104,The Kings Shopping Centre,Tempat Belanja,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-105,The Lodge Maribaya,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-106,The Nice Park Bandung,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-108,Trans Studio Bandung,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-109,Trans Studio Mall Bandung,Tempat Belanja,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-110,Upside Down World Bandung,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-111,Venus Cimahi,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-147,Victory Waterpark Soreang,Wahana Air,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,85,facility_verification,LOC-116,Wisata Kampoeng Ciherang,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,80,facility_verification,LOC-167,Cicalengka Dreamland,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,80,facility_verification,LOC-174,Lereng Anteng Panoramic Coffee,Tempat Kuliner,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,80,facility_verification,LOC-148,Pesona Nirwana Waterpark,Wahana Air,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,80,facility_verification,LOC-162,Rumah Putih Cukul,Rekreasi Keluarga,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
P1,80,facility_verification,LOC-177,Wahoo Waterworld,Wahana Air,W_ACTIVE_FACILITY_VERIFICATION_SPARSE,parking_verified|wheelchair_accessible_verified|toilet_verified|mushola_verified|pet_friendly_verified,"Cek fasilitas utama: parkir, toilet, mushola, akses kursi roda, pet friendly bila relevan.",,,,
