location_id,location_name,latitude,longitude,price_min,price_max,price_type,category,subcategory,jam_buka,jam_tutup,estimasi_durasi_menit,tags_sintetis,deskripsi_google,jam_buka_weekday,jam_tutup_weekday,jam_buka_weekend,jam_tutup_weekend,sumber_deskripsi,sumber_jam,status_deskripsi,status_jam,catatan_jam
LOC-057,Masjid Agung Sumedang,-6.907497,107.647137,0,0,Gratis,Tempat Ibadah,Tempat ibadah,04:00,22:00,60,"Ruang Publik, Santai, Jalan-jalan","Masjid bersejarah yang didirikan tahun 1850 di pusat kota Sumedang dengan arsitektur unik perpaduan gaya tradisional Sunda, ornamen Tionghoa, dan kolonial Belanda.",04:00,22:00,04:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-058,Masjid Jami' Al Baakhirah,-6.8901807,107.5373351,0,0,Gratis,Tempat Ibadah,Tempat ibadah,03:30,19:30,60,"Ruang Publik, Santai, Jalan-jalan","Masjid unik di Kota Cimahi yang dirancang menyerupai kapal laut lengkap dengan jangkar, cerobong nakhoda, serta interior bernuansa geladak bahtera Nabi Nuh.",03:30,19:30,03:30,02:30,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-059,Mata Air Cikandung,-6.7911008,107.9241417,5000,5000,Per Orang,Wisata Alam,Daya tarik alam,07:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar",Destinasi pemandian alam asri di Sumedang dengan kolam mata air jernih dari Gunung Tampomas yang mengalir di antara hamparan persawahan hijau sejuk.,07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-060,Museum Geologi Bandung,-6.9003424,107.620961,5000,5000,Per Orang,Tempat Belajar,Tempat edukasi,09:00,15:00,90,"Wisata, Umum, Menarik",Museum 1928 dengan pameran batu & mineral hingga fosil invertebrata & vertebrata.,09:00,15:00,09:00,14:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-061,Museum Konferensi Asia Afrika,-6.9210729,107.6096452,0,0,Gratis,Tempat Belajar,Tempat edukasi,09:00,15:00,90,"Wisata, Umum, Menarik","Museum yang didedikasikan untuk Konferensi negara Asia-Afrika yang baru merdeka, di Bandung tahun 1955.",Tutup,Tutup,Tutup,Tutup,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-062,Museum Pos Indonesia,-6.9020925,107.6198013,0,0,Gratis,Tempat Belajar,Tempat edukasi,09:00,15:00,90,"Wisata, Umum, Menarik","Museum yang berisi sejarah pos & komunikasi Indonesia, termasuk transportasi & perangko.",09:00,15:00,09:00,13:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-063,Museum Sri Baduga,-6.9377186,107.6035761,5000,5000,Per Orang,Tempat Belajar,Tempat edukasi,08:00,16:00,90,"Wisata, Umum, Menarik","Beragam koleksi umum yang mencakup sejarah lokal & etnografi, arkeologi, koin, & seni rupa lokal.",Tutup,Tutup,08:00,14:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-064,Nimo Highland,-7.2203,107.5781,30000,60000,Per Orang,Rekreasi Keluarga,Wisata panorama buatan,09:00,17:00,180,"Keluarga, Anak-anak, Wahana, Seru",Kawasan wisata instagramable di Pangalengan dengan jembatan kaca U sepanjang 150 meter di atas kebun teh dan memiliki desain ikonik bertema kubah putih Santorini.,09:00,17:00,05:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-065,Orchid Forest Cikole,-6.7801991,107.6379318,40000,40000,Per Orang,Wisata Alam,Hutan wisata,10:00,18:00,120,"Alam, Outdoor, Pemandangan, Udara Segar","Lebih dari 20.000 anggrek ada di wisata hutan ini, dengan area bermain & jembatan gantung.",09:00,18:00,08:00,19:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-066,Pandiga Educreation Sports,-6.8755807,107.5554364,30000,35000,Per Orang,Rekreasi Keluarga,Olahraga rekreasi,08:00,18:00,180,"Keluarga, Anak-anak, Wahana, Seru","Fasilitas untuk bulu tangkis, sepak bola indoor & kolam renang outdoor, plus teras taman & pujasera ramai.",08:00,18:00,08:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-067,Paris Van Java Resort Lifestyle Place,-6.9231445,107.6822858,0,0,Gratis,Tempat Belanja,Mall,10:00,22:00,150,"Belanja, Indoor, Kuliner, Modern","Pusat perbelanjaan semarak dengan aneka toko bermerek, tempat makan, bioskop & hiburan lainnya.",10:00,22:00,10:00,23:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-068,Pasar Cimindi,-6.8971851,107.5585651,0,0,Gratis,Tempat Belanja,Pusat belanja,00:00,23:59,150,"Belanja, Indoor, Kuliner, Modern",Pasar tradisional rakyat yang dikelola Pemerintah Kota Cimahi sebagai pusat ekonomi dan penyedia kebutuhan pokok harian masyarakat sekitar.,00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-069,Pemandian Cipanas Cileungsing,-7.00583,107.51944,10000,15000,Per Orang,Wisata Alam,Daya tarik alam,00:00,23:59,120,"Alam, Outdoor, Pemandangan, Udara Segar",Pemandian air panas belerang alami di kaki Gunung Tampomas Sumedang yang populer untuk terapi kesehatan dan relaksasi keluarga.,00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-070,Penangkaran Rusa Ranca Upas,-7.1227905,107.424115,28000,44000,Per Orang,Tempat Camping,Camping ground,07:00,17:30,90,"Wisata, Umum, Menarik","Bumi perkemahan santai tepi pantai dengan kano, memberi makan rusa, kolam mata air panas & taman bermain air.",07:00,17:30,07:00,17:30,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-071,Puncak Bukit Kujang Gunung Bohong,-6.8766,107.5199,0,0,Gratis,Wisata Alam,Puncak bukit,06:00,18:00,120,"Alam, Outdoor, Pemandangan, Udara Segar",Puncak area Gunung Bohong Cimahi yang dihiasi tugu Kujang Kembar dan menyajikan panorama lanskap perkotaan Bandung Raya dari ketinggian.,06:00,18:00,06:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-072,Puncak Eurad,-6.7903231,107.68087,5000,5000,Per Orang,Wisata Alam,Daya tarik alam,07:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar","Puncak Eurad adalah objek wisata perbukitan sejuk di perbatasan Lembang dan Subang, menawarkan panorama hutan pinus, hamparan kebun teh, gardu pandang foto ikonik, serta bumi perkemahan.",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-073,Ranca Upas Ciwidey,-7.1384888,107.3917416,28000,28000,Per Orang,Tempat Camping,Camping ground,08:00,17:00,90,"Wisata, Umum, Menarik","Ranca Upas adalah kawasan bumi perkemahan terpopuler di Rancabali, Ciwidey, yang terkenal dengan penangkaran rusa ramah interaksi, kolam pemandian air panas, serta panorama hutan pegunungan sejuk.",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-074,Rumah Makan Sangu Liwet Ibu Ika Pasirjambu Ciwidey,-7.0728751,107.4894089,0,0,Gratis,Tempat Kuliner,Rumah makan,08:00,20:00,90,"Kuliner, Nongkrong, Santai",Restoran kuliner khas Sunda di jalur wisata Ciwidey yang menyajikan nasi liwet lezat di saung-saung asri di atas kolam ikan pedesaan.,08:00,20:00,08:00,20:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-075,Sanghyang Heuleut,-6.8764679,107.341682,20000,20000,Per Orang,Wisata Alam,Danau alami,08:00,16:00,120,"Alam, Outdoor, Pemandangan, Udara Segar","Kolam alami terpencil dengan air kobalt, dapat diakses dengan jalur pendakian di ngarai sempit dan berbatu.",08:00,16:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-076,Sanghyang Kenit,-6.8598247,107.3478097,5000,10000,Per Orang,Wisata Alam,Sungai dan tebing,08:00,16:00,120,"Alam, Outdoor, Pemandangan, Udara Segar","Wisata alam tebing karst eksotis di aliran Citarum Purba Cipatat yang menawarkan keindahan tebing bebatuan purba, gua alam, dan aktivitas susur gua.",08:00,16:00,08:00,16:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-077,Saung Angklung Udjo,-6.8982695,107.6552971,85000,85000,Per Orang,Tempat Seni,Seni pertunjukan,08:00,17:00,90,"Edukasi, Sejarah, Budaya, Indoor",Sanggar angklung indoor-outdoor & pusat kerajinan dengan pertunjukan live.,08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-078,Selasar Sunaryo Art Space,-6.8586315,107.6365204,25000,45000,Per Orang,Tempat Seni,Galeri seni,10:00,17:00,90,"Edukasi, Sejarah, Budaya, Indoor","Pameran kontemporer & seni rupa, serta pertunjukan musik & tari, di ruang berlanskap.",Tutup,Tutup,10:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-079,Situ Cileunca Pangalengan Bandung,-7.1962036,107.5514079,5000,5000,Per Orang,Wisata Alam,Daya tarik alam,08:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar",Penyeberangan perahu dan rakit ke area piknik berumput dan jalur bersepeda di sekitar danau gunung yang damai.,08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-080,Situ Cisanti,-7.2093913,107.6574773,10000,20000,Per Orang,Wisata Alam,Daya tarik alam,07:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar","Situ Cisanti merupakan danau asri di kaki Gunung Wayang, Kertasari, yang terkenal sebagai titik nol kilometer hulu Sungai Citarum serta dikelilingi pemandangan hutan eucalyptus yang menenangkan.",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-081,Situ Ciseupan Cibeber,-6.8932952,107.5160775,5000,5000,Per Orang,Wisata Alam,Daya tarik alam,07:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar","Situ Ciseupan Cibeber di Cimahi Selatan menawarkan panorama danau tenang berlatar perbukitan hijau, dilengkapi restoran saung makan terapung, kolam pemancingan, serta fasilitas glamping.",08:00,20:00,08:00,20:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-082,Situ Patenggang Ciwidey Bandung,-7.1672928,107.3576729,25000,25000,Per Orang,Wisata Alam,Daya tarik alam,07:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar","Situ Patenggang adalah danau eksotis seluas 45.000 hektar di Rancabali, Ciwidey yang dikelilingi kebun teh asri dan memiliki legenda cinta legendaris di Pulau Asmara serta Batu Cinta.",07:00,17:00,07:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-083,Stone Garden Citatah,-6.8250977,107.4375517,15000,20000,Per Orang,Wisata Alam,Taman batu,07:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar","Stone Garden Citatah adalah geopark berupa hamparan formasi batuan kapur purba berusia 20-30 juta tahun di puncak Gunung Masigit, Cipatat, yang menyuguhkan panorama perbukitan eksotis.",06:00,18:00,06:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-084,Sunrise Point Cukul,-7.2337053,107.5342649,10000,10000,Per Orang,Wisata Alam,Titik panorama,05:00,18:00,120,"Alam, Outdoor, Pemandangan, Udara Segar",Titik pengamatan populer yang menawarkan pemandangan indah matahari terbit di bukit hijau dengan kebun teh.,05:00,18:00,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-085,Tahura Gunung Kunci,-7.2145,107.3579,10000,10000,Per Orang,Wisata Alam,Hutan raya,08:00,16:30,120,"Alam, Outdoor, Pemandangan, Udara Segar","Taman indah dengan hutan, jalan setapak dan reruntuhan benteng dari era kolonial Belanda.",08:00,16:30,08:00,16:30,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-086,Taman Alun-Alun Kota Cimahi,-6.8732,107.5423,0,0,Gratis,Taman Kota,Ruang publik kota,00:00,23:59,60,"Ruang Publik, Santai, Jalan-jalan","Taman kota yang rindang di dekat Masjid Agung, dengan taman bermain, kedai makanan, dan acara akhir pekan.",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-087,Taman Ecowisata Cimenteng,-6.8422004,107.5467493,0,0,Gratis,Wisata Alam,Ekowisata,06:00,18:00,120,"Alam, Outdoor, Pemandangan, Udara Segar","Taman ekowisata dan edukasi lingkungan di perbukitan Cimahi Utara yang menyediakan area kuliner tradisional Pasar Awi Campernik, camping ground, dan arena panahan.",06:00,18:00,06:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-088,Taman Endog,-6.8474026,107.9240642,0,0,Gratis,Taman Kota,Ruang publik kota,00:00,23:59,60,"Ruang Publik, Santai, Jalan-jalan",Patung rumit dan terkenal berbentuk tangan yang memegang telur emas di taman kota yang mungil.,00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-089,Taman Film,-6.8985088,107.6077767,0,0,Gratis,Taman Kota,Ruang publik kota,00:00,23:59,60,"Ruang Publik, Santai, Jalan-jalan",Taman kreatif dengan rumput sintetis & bioskop outdoor tertutup dengan area duduk yang unik.,00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-090,Taman Foto Bandung,-6.9134767,107.6271878,0,0,Gratis,Taman Kota,Ruang publik kota,00:00,23:59,60,"Ruang Publik, Santai, Jalan-jalan","Jalan setapak & bangku di bawah pohon tinggi, plus area bermain & kafe di sekitar dengan tempat duduk outdoor.",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-091,Taman Hutan Raya Ir. H. Djuanda,-6.8566957,107.6334977,17000,17000,Per Orang,Taman Kota,Ruang publik kota,08:00,16:00,60,"Ruang Publik, Santai, Jalan-jalan","Kawasan konservasi seluas 590 hektare & kebun raya dengan jalur untuk berjalan kaki, gua, & air terjun.",08:00,16:00,08:00,16:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-092,Taman Jomblo,-6.8981221,107.6092198,5000,10000,Per Orang,Taman Kota,Ruang publik kota,00:00,23:59,60,"Ruang Publik, Santai, Jalan-jalan","Taman kota di bawah jembatan jalan layang, dengan tempat duduk berbentuk kubus & area skateboard.",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-093,Taman Kartini,-6.8886533,107.536768,0,0,Gratis,Taman Kota,Ruang publik kota,08:30,16:00,60,"Ruang Publik, Santai, Jalan-jalan","Taman kota bersejarah peninggalan kolonial Belanda di Cimahi Tengah yang berfungsi sebagai ruang terbuka hijau rindang, ramah anak, dan tempat bersantai warga.",08:30,16:00,Tutup,Tutup,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-094,Taman Lalu Lintas Ade Irma Suryani Nasution,-6.91193,107.613624,10000,15000,Per Orang,Tempat Belajar,Edukasi lalu lintas,08:00,15:00,90,"Wisata, Umum, Menarik","Tempat rekreasi dengan taman lalu lintas yang mengajarkan keamanan bagi anak, kolam renang, & taman bermain.",08:00,15:00,08:00,15:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-095,Taman Langit Pangalengan (Sunrise Point & Camping Ground),-7.218568,107.575971,5000,15000,Per Orang,Tempat Camping,Camping ground,08:00,17:00,90,"Wisata, Umum, Menarik","Pos pengamatan puncak bukit, populer saat sunrise & sunset, plus jalan setapak, gardu pandang & panorama luas.",05:00,17:00,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-096,Taman Lansia,-6.8975989,107.6312048,0,0,Gratis,Taman Kota,Ruang publik kota,00:00,23:59,60,"Ruang Publik, Santai, Jalan-jalan","Taman yang tenang dan indah, dengan area piknik, jalur jogging, penjual makanan & patung dinosaurus besar.",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-097,Taman Lembah Dewata,-6.8115695,107.6428718,20000,25000,Per Orang,Rekreasi Keluarga,Taman rekreasi alam,08:00,17:00,180,"Keluarga, Anak-anak, Wahana, Seru","Taman tepi danau yang populer dengan penyewaan sepeda & perahu dayung, jalan setapak & menunggang kuda.",08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-098,Taman Musik,-6.9119444,107.6159987,0,0,Gratis,Taman Kota,Ruang publik kota,00:00,23:59,60,"Ruang Publik, Santai, Jalan-jalan",Taman Musik Centrum adalah taman tematik di Bandung seluas 4.200 m² yang memiliki tugu gitar raksasa sebagai monumen peringatan tragedi konser 2008 serta berfungsi sebagai ruang kreativitas komunitas musik lokal.,00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-099,Taman Superhero,-6.9107448,107.6306343,0,0,Gratis,Taman Kota,Ruang publik kota,00:00,23:59,60,"Ruang Publik, Santai, Jalan-jalan","Taman kota kecil dengan patung pahlawan super dari buku komik, plus jalan rindang & peralatan bermain.",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-100,Tebing Karaton,-6.8348771,107.6637416,17000,17000,Per Orang,Wisata Alam,Tebing panorama,08:00,16:00,120,"Alam, Outdoor, Pemandangan, Udara Segar","Tempat yang terkenal dengan pemandangan hutannya yang indah, terutama saat matahari terbit dan terbenam.",08:00,16:00,08:00,16:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-101,Teras Cikapundung Bbws,-6.8843,107.6069,0,0,Gratis,Taman Kota,Ruang publik sungai,00:00,23:59,60,"Ruang Publik, Santai, Jalan-jalan","Taman lanskap yang ramai dan menyediakan perahu, air mancur, patung, kebun, konser, & lainnya.",00:00,23:59,00:00,23:59,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-102,Terminal Wisata Grafika Cikole,-6.7850486,107.6516285,20000,20000,Per Orang,Rekreasi Keluarga,Kawasan rekreasi keluarga,08:00,22:00,180,"Keluarga, Anak-anak, Wahana, Seru","Terminal Wisata Grafika Cikole adalah resor rekreasi bernuansa hutan pinus Lembang yang menawarkan berbagai wahana outbound menantang, penginapan kabin kayu, restoran Sunda, dan wahana Hutan Mycelia.",08:00,22:00,08:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-103,The Great Asia Africa,-6.8326049,107.6047628,50000,65000,Per Orang,Tempat Budaya,Taman budaya tematik,09:00,18:00,90,"Wisata, Umum, Menarik","Taman bertema khusus Afrika dan Asia dengan replika desa, kebun binatang kecil, makanan, dan suvenir.",09:00,18:00,08:00,19:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-104,The Kings Shopping Centre,-6.9228656,107.6049577,0,0,Gratis,Tempat Belanja,Pusat belanja,10:00,21:00,150,"Belanja, Indoor, Kuliner, Modern","Pusat perbelanjaan legendaris di jantung Kota Bandung yang berdiri sejak 1983 dan kini tampil modern dengan fasilitas berbelanja, bioskop, serta pusat kuliner.",10:00,21:00,10:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-105,The Lodge Maribaya,-6.8288811,107.688434,50000,65000,Per Orang,Rekreasi Keluarga,Kawasan rekreasi alam,08:00,18:00,180,"Keluarga, Anak-anak, Wahana, Seru",The Lodge Maribaya merupakan destinasi wisata alam instagramable di hutan pinus Lembang yang menawarkan beragam wahana foto ikonik seperti balon udara dan zip bike serta panorama pegunungan Bandung.,09:00,17:00,09:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-106,The Nice Park Bandung,-6.8235133,107.5555715,30000,60000,Per Orang,Rekreasi Keluarga,Taman rekreasi keluarga,09:00,17:45,180,"Keluarga, Anak-anak, Wahana, Seru","Taman rekreasi keluarga berkonsep edutainment di Cisarua Bandung Barat yang menggabungkan mini zoo interaktif, rainbow slide, playground anak, dan panorama perbukitan.",09:00,17:45,08:00,17:45,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-107,Toga Hill,-6.8769363,107.9091747,10000,10000,Per Orang,Wisata Alam,Bukit panorama,10:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar",Destinasi wisata perbukitan di Sumedang Selatan yang populer sebagai salah satu spot olahraga paralayang terbaik dan dilengkapi restoran serta pemandangan kota dari ketinggian.,10:00,21:00,10:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-108,Trans Studio Bandung,-6.9247021,107.6360969,100000,100000,Per Orang,Rekreasi Keluarga,Taman hiburan indoor,10:00,17:00,180,"Keluarga, Anak-anak, Wahana, Seru","Taman hiburan keluarga indoor dengan wahana seru, bioskop, & area bermain untuk anak usia dini.",10:00,17:00,10:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-109,Trans Studio Mall Bandung,-6.9256414,107.6367469,0,0,Gratis,Tempat Belanja,Pusat belanja,10:00,22:00,150,"Belanja, Indoor, Kuliner, Modern",Salah satu pusat perbelanjaan terbesar dan paling ikonik di Kota Bandung yang terintegrasi dengan taman bermain dalam ruangan Trans Studio Bandung.,10:00,22:00,10:00,22:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-110,Upside Down World Bandung,-6.8963,107.617,80000,100000,Per Orang,Rekreasi Keluarga,Wahana foto interaktif,08:00,18:00,180,"Keluarga, Anak-anak, Wahana, Seru",Taman hiburan yang memiliki deretan ruangan bertema dengan furnitur terbalik untuk berfoto.,10:00,20:00,10:00,20:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-111,Venus Cimahi,-6.8770592,107.5399984,15000,25000,Per Orang,Rekreasi Keluarga,Tempat hiburan,08:00,18:00,180,"Keluarga, Anak-anak, Wahana, Seru","Venus Cimahi merupakan pusat wisata keluarga bertema Family Quality Time di Cimahi yang memadukan waterpark Rainbow, playground Rumah Pohon, foodcourt, dan pusat kebugaran dalam satu lokasi.",09:00,20:00,09:00,20:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-112,Vihara Satya Budhi,-6.9179615,107.5926411,0,0,Gratis,Tempat Ibadah,Vihara,07:00,19:00,60,"Ruang Publik, Santai, Jalan-jalan","Vihara tertua bersejarah di Kota Bandung yang didirikan tahun 1855, memiliki ornamen khas Tionghoa yang indah, dan berstatus cagar budaya.",07:00,19:00,07:00,19:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-113,Wayang Windu Panenjoan,-7.2041999,107.6264991,20000,20000,Per Orang,Wisata Alam,Titik panorama,07:00,18:00,120,"Alam, Outdoor, Pemandangan, Udara Segar","Area perbukitan dengan jalur kayu dan pemandangan kebun teh, serta jalur untuk trekking dan bersepeda.",07:00,18:00,07:00,18:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
LOC-114,Wisata Air Gajah Depa,-6.8193829,107.9446083,30000,35000,Per Orang,Wahana Air,Wahana air buatan,08:00,16:00,90,"Wisata, Umum, Menarik","Destinasi waterpark populer keluarga di Sumedang yang menawarkan kolam renang anak-anak, ember tumpah, dan seluncuran air lebar.",08:00,16:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,verified,"Jadwal weekday dan weekend berbeda, keduanya terisi dari sumber."
LOC-115,Wisata Hutan Pinus Pal 16 Cikole Lembang,-6.7798046,107.6454692,10000,10000,Per Orang,Wisata Alam,Daya tarik alam,08:00,17:00,120,"Alam, Outdoor, Pemandangan, Udara Segar",Tempat tidur gantung terbentang di antara pohon di area rehat tenang ini plus penjual makanan & meja piknik.,08:00,17:00,08:00,17:00,internet_research_verified,internet_research_verified,filled_from_reliable_source,general_schedule_used_for_both,Jadwal umum digunakan untuk weekday dan weekend.
