test_id,query,status,issues,rank,name,category,score,base_score,query_score,distance_km,distance_label,produk_utama,price_range,price_min_idr,price_max_idr,price_bucket,price_confidence,daya_tahan_produk,daya_tahan_produk_class,cocok_untuk,best_use_case,warnings,main_recommendation_eligible
OO-AUD-021,makanan basah langsung dimakan,PASS,,2,Pabrik Tahu PD Uties,tahu_tempe,59.09,68.0,27.5,,Jarak belum dihitung,"Tahu segar, tempe, olahan kedelai",Rp 5.000 - Rp 25.000,5000,25000,<50k,medium,1-2 hari (mentah),rendah,"Ibu rumah tangga, pecinta kuliner tahu",Bahan masakan di rumah pasca liburan,opening_hours_unavailable;price_estimate_medium_confidence,True
OO-AUD-021,makanan basah langsung dimakan,PASS,,3,Serba Susu Lembang,olahan_susu,57.72,74.0,0.0,,Jarak belum dihitung,"Permen susu, Susu murni botol, Yoguroll, Bola-bola susu",Rp 15.000 - Rp 85.000,15000,85000,<50k,high,"Susu murni (1-2 hari dingin), permen (berbulan-bulan)",tinggi,"Anak-anak, pecinta susu, keluarga","Oleh-oleh sehat, konsumsi harian",,True
OO-AUD-021,makanan basah langsung dimakan,PASS,,4,Bakulsaudi / Grosir dan Gudang Kurma Bandung / Pusat Kurma Termurah Bandung / Pusat Oleh Oleh Haji Umroh Bandung,haji_umroh_kurma,56.94,73.0,0.0,,Jarak belum dihitung,"Kurma, kismis, air zamzam, hampers haji/umroh",Rp 35.000 - Rp 300.000+,35000,300000,<50k,medium,Berbulan-bulan hingga 1 tahun,tinggi,"Jamaah haji/umroh, hadiah religius",Paket oleh-oleh ibadah,category_coverage_low;price_estimate_medium_confidence,True
OO-AUD-021,makanan basah langsung dimakan,PASS,,5,Bandung Miyucheeze,kue_bolu_pastry,56.16,72.0,0.0,,Jarak belum dihitung,"Japanese Cheesecake, Cheese Tart",Rp 50.000 - Rp 100.000,50000,100000,50k-100k,medium,3-4 hari di kulkas,sedang,"Pecinta keju, keluarga, hadiah premium",Oleh-oleh premium untuk keluarga,price_estimate_medium_confidence,True
OO-AUD-021,makanan basah langsung dimakan,PASS,,6,PD.Bagus Tahu Dan Tempe Special,tahu_tempe,55.88,66.0,20.0,,Jarak belum dihitung,"Tahu sutra, tempe spesial",Rp 10.000 - Rp 30.000,10000,30000,<50k,medium,1-2 hari (mentah),rendah,"Keluarga, masakan rumah",Oleh-oleh sayur/lauk segar,price_estimate_medium_confidence,True
OO-AUD-022,oleh-oleh di bawah 20 ribu,PASS,,1,Serba Susu Lembang,olahan_susu,65.72,74.0,36.36,,Jarak belum dihitung,"Permen susu, Susu murni botol, Yoguroll, Bola-bola susu",Rp 15.000 - Rp 85.000,15000,85000,<50k,high,"Susu murni (1-2 hari dingin), permen (berbulan-bulan)",tinggi,"Anak-anak, pecinta susu, keluarga","Oleh-oleh sehat, konsumsi harian",,True
OO-AUD-022,oleh-oleh di bawah 20 ribu,PASS,,2,Karma Oleh Oleh Bandung,souvenir_non_makanan,60.75,70.0,27.94,,Jarak belum dihitung,"Kaos Bandung, souvenir, gantungan kunci, kerajinan",Rp 10.000 - Rp 150.000,10000,150000,<50k,high,Sangat lama (Non-makanan),tinggi,"Wisatawan, rombongan tour",Kenang-kenangan fisik dari Bandung,category_coverage_low,True
OO-AUD-022,oleh-oleh di bawah 20 ribu,PASS,,3,Barokah Fresh Milk,olahan_susu,60.05,69.0,28.33,,Jarak belum dihitung,"Susu sapi murni, yoghurt segar",Rp 10.000 - Rp 25.000,10000,25000,<50k,medium,1-2 hari dingin,sedang,"Wisatawan lokal, anak-anak",Konsumsi langsung saat wisata,price_estimate_medium_confidence,True
OO-AUD-022,oleh-oleh di bawah 20 ribu,PASS,,4,Keripik Tempe Tembul,snack_keripik,59.85,69.0,27.41,,Jarak belum dihitung,Keripik tempe aneka rasa,Rp 15.000 - Rp 35.000,15000,35000,<50k,high,1-3 bulan,tinggi,"Semua kalangan, camilan perjalanan",Camilan di bus/mobil,,True
OO-AUD-022,oleh-oleh di bawah 20 ribu,PASS,,5,PD.Bagus Tahu Dan Tempe Special,tahu_tempe,59.49,66.0,36.43,,Jarak belum dihitung,"Tahu sutra, tempe spesial",Rp 10.000 - Rp 30.000,10000,30000,<50k,medium,1-2 hari (mentah),rendah,"Keluarga, masakan rumah",Oleh-oleh sayur/lauk segar,price_estimate_medium_confidence,True
OO-AUD-022,oleh-oleh di bawah 20 ribu,PASS,,6,Pabrik Tahu PD Uties,tahu_tempe,58.54,68.0,25.0,,Jarak belum dihitung,"Tahu segar, tempe, olahan kedelai",Rp 5.000 - Rp 25.000,5000,25000,<50k,medium,1-2 hari (mentah),rendah,"Ibu rumah tangga, pecinta kuliner tahu",Bahan masakan di rumah pasca liburan,opening_hours_unavailable;price_estimate_medium_confidence,True
OO-AUD-022,oleh-oleh di bawah 20 ribu,PASS,,7,Susu Murni KPSBU Lembang,olahan_susu,57.53,66.0,27.5,,Jarak belum dihitung,"Susu pasteurisasi, yoghurt KPSBU",Rp 12.000 - Rp 35.000,12000,35000,<50k,high,1-2 hari dingin,sedang,"Keluarga, penggemar susu murni",Konsumsi instan atau dibawa dalam coolbox,,True
OO-AUD-022,oleh-oleh di bawah 20 ribu,PASS,,8,Kue Balok Jaya Giri,kue_bolu_pastry,55.57,64.0,25.67,,Jarak belum dihitung,Kue balok setengah matang dan matang,Rp 20.000 - Rp 35.000,20000,35000,<50k,medium,2-3 hari,rendah,Teman ngopi/ngeteh,Camilan sore,price_estimate_medium_confidence,True
OO-AUD-022,oleh-oleh di bawah 20 ribu,PASS,,9,Central Snack,snack_keripik,55.28,62.0,31.47,,Jarak belum dihitung,"Camilan ringan, kerupuk, basreng",Rp 10.000 - Rp 40.000,10000,40000,<50k,medium,1-3 bulan,tinggi,Rombongan wisata,Camilan curah/grosir,price_estimate_medium_confidence,True
OO-AUD-022,oleh-oleh di bawah 20 ribu,PASS,,10,*UMMI* Snack Lembang,snack_keripik,54.46,62.0,27.73,,Jarak belum dihitung,"Aneka snack kemasan, keripik, sale pisang",Rp 15.000 - Rp 45.000,15000,45000,<50k,medium,1-3 bulan,tinggi,"Rombongan, camilan perjalanan",Nyemil di kendaraan,review_text_low;price_estimate_medium_confidence,True
OO-AUD-023,oleh-oleh di bawah 50 ribu,PASS,,1,Donatsu - Donat Susu Lembang,kue_bolu_pastry,70.28,82.0,28.71,,Jarak belum dihitung,"Donat susu berbagai topping (Milky cream, tabur, kreasi)",Rp 40.000 - Rp 90.000,40000,90000,<50k,high,1-3 hari,rendah,"Keluarga, anak-anak, penggemar makanan manis",Camilan di jalan atau oleh-oleh cepat saji,,True
OO-AUD-023,oleh-oleh di bawah 50 ribu,PASS,,2,Serba Susu Lembang,olahan_susu,65.72,74.0,36.36,,Jarak belum dihitung,"Permen susu, Susu murni botol, Yoguroll, Bola-bola susu",Rp 15.000 - Rp 85.000,15000,85000,<50k,high,"Susu murni (1-2 hari dingin), permen (berbulan-bulan)",tinggi,"Anak-anak, pecinta susu, keluarga","Oleh-oleh sehat, konsumsi harian",,True
OO-AUD-023,oleh-oleh di bawah 50 ribu,PASS,,3,Bakulsaudi / Grosir dan Gudang Kurma Bandung / Pusat Kurma Termurah Bandung / Pusat Oleh Oleh Haji Umroh Bandung,haji_umroh_kurma,63.96,73.0,31.89,,Jarak belum dihitung,"Kurma, kismis, air zamzam, hampers haji/umroh",Rp 35.000 - Rp 300.000+,35000,300000,<50k,medium,Berbulan-bulan hingga 1 tahun,tinggi,"Jamaah haji/umroh, hadiah religius",Paket oleh-oleh ibadah,category_coverage_low;price_estimate_medium_confidence,True
OO-AUD-023,oleh-oleh di bawah 50 ribu,PASS,,4,Bandung Miyucheeze,kue_bolu_pastry,63.09,72.0,31.48,,Jarak belum dihitung,"Japanese Cheesecake, Cheese Tart",Rp 50.000 - Rp 100.000,50000,100000,50k-100k,medium,3-4 hari di kulkas,sedang,"Pecinta keju, keluarga, hadiah premium",Oleh-oleh premium untuk keluarga,price_estimate_medium_confidence,True
OO-AUD-023,oleh-oleh di bawah 50 ribu,PASS,,5,Karma Oleh Oleh Bandung,souvenir_non_makanan,60.75,70.0,27.94,,Jarak belum dihitung,"Kaos Bandung, souvenir, gantungan kunci, kerajinan",Rp 10.000 - Rp 150.000,10000,150000,<50k,high,Sangat lama (Non-makanan),tinggi,"Wisatawan, rombongan tour",Kenang-kenangan fisik dari Bandung,category_coverage_low,True
OO-AUD-023,oleh-oleh di bawah 50 ribu,PASS,,6,Pabrik Bolu Susu Lembang,kue_bolu_pastry,60.24,68.0,32.71,,Jarak belum dihitung,"Bolu Susu Original, Vanilla, Coklat, Red Velvet",Rp 35.000 - Rp 55.000,35000,55000,<50k,high,3-4 hari suhu ruang,sedang,"Oleh-oleh khas wajib, keluarga besar",Buah tangan andalan dari Lembang,,True
OO-AUD-023,oleh-oleh di bawah 50 ribu,PASS,,7,Barokah Fresh Milk,olahan_susu,60.05,69.0,28.33,,Jarak belum dihitung,"Susu sapi murni, yoghurt segar",Rp 10.000 - Rp 25.000,10000,25000,<50k,medium,1-2 hari dingin,sedang,"Wisatawan lokal, anak-anak",Konsumsi langsung saat wisata,price_estimate_medium_confidence,True
OO-AUD-023,oleh-oleh di bawah 50 ribu,PASS,,8,Keripik Tempe Tembul,snack_keripik,59.85,69.0,27.41,,Jarak belum dihitung,Keripik tempe aneka rasa,Rp 15.000 - Rp 35.000,15000,35000,<50k,high,1-3 bulan,tinggi,"Semua kalangan, camilan perjalanan",Camilan di bus/mobil,,True
OO-AUD-023,oleh-oleh di bawah 50 ribu,PASS,,9,PD.Bagus Tahu Dan Tempe Special,tahu_tempe,59.49,66.0,36.43,,Jarak belum dihitung,"Tahu sutra, tempe spesial",Rp 10.000 - Rp 30.000,10000,30000,<50k,medium,1-2 hari (mentah),rendah,"Keluarga, masakan rumah",Oleh-oleh sayur/lauk segar,price_estimate_medium_confidence,True
OO-AUD-023,oleh-oleh di bawah 50 ribu,PASS,,10,Pabrik Tahu PD Uties,tahu_tempe,58.54,68.0,25.0,,Jarak belum dihitung,"Tahu segar, tempe, olahan kedelai",Rp 5.000 - Rp 25.000,5000,25000,<50k,medium,1-2 hari (mentah),rendah,"Ibu rumah tangga, pecinta kuliner tahu",Bahan masakan di rumah pasca liburan,opening_hours_unavailable;price_estimate_medium_confidence,True
OO-AUD-024,oleh-oleh murah untuk rombongan,PASS,,1,Donatsu - Donat Susu Lembang,kue_bolu_pastry,73.7,82.0,44.29,,Jarak belum dihitung,"Donat susu berbagai topping (Milky cream, tabur, kreasi)",Rp 40.000 - Rp 90.000,40000,90000,<50k,high,1-3 hari,rendah,"Keluarga, anak-anak, penggemar makanan manis",Camilan di jalan atau oleh-oleh cepat saji,,True
OO-AUD-024,oleh-oleh murah untuk rombongan,PASS,,2,Serba Susu Lembang,olahan_susu,68.66,74.0,49.73,,Jarak belum dihitung,"Permen susu, Susu murni botol, Yoguroll, Bola-bola susu",Rp 15.000 - Rp 85.000,15000,85000,<50k,high,"Susu murni (1-2 hari dingin), permen (berbulan-bulan)",tinggi,"Anak-anak, pecinta susu, keluarga","Oleh-oleh sehat, konsumsi harian",,True
OO-AUD-024,oleh-oleh murah untuk rombongan,PASS,,3,Bandung Miyucheeze,kue_bolu_pastry,67.08,72.0,49.65,,Jarak belum dihitung,"Japanese Cheesecake, Cheese Tart",Rp 50.000 - Rp 100.000,50000,100000,50k-100k,medium,3-4 hari di kulkas,sedang,"Pecinta keju, keluarga, hadiah premium",Oleh-oleh premium untuk keluarga,price_estimate_medium_confidence,True
OO-AUD-024,oleh-oleh murah untuk rombongan,PASS,,4,Bakulsaudi / Grosir dan Gudang Kurma Bandung / Pusat Kurma Termurah Bandung / Pusat Oleh Oleh Haji Umroh Bandung,haji_umroh_kurma,66.69,73.0,44.33,,Jarak belum dihitung,"Kurma, kismis, air zamzam, hampers haji/umroh",Rp 35.000 - Rp 300.000+,35000,300000,<50k,medium,Berbulan-bulan hingga 1 tahun,tinggi,"Jamaah haji/umroh, hadiah religius",Paket oleh-oleh ibadah,category_coverage_low;price_estimate_medium_confidence,True
OO-AUD-024,oleh-oleh murah untuk rombongan,PASS,,5,Karma Oleh Oleh Bandung,souvenir_non_makanan,65.93,70.0,51.5,,Jarak belum dihitung,"Kaos Bandung, souvenir, gantungan kunci, kerajinan",Rp 10.000 - Rp 150.000,10000,150000,<50k,high,Sangat lama (Non-makanan),tinggi,"Wisatawan, rombongan tour",Kenang-kenangan fisik dari Bandung,category_coverage_low,True
OO-AUD-024,oleh-oleh murah untuk rombongan,PASS,,6,Pabrik Bolu Susu Lembang,kue_bolu_pastry,63.31,68.0,46.68,,Jarak belum dihitung,"Bolu Susu Original, Vanilla, Coklat, Red Velvet",Rp 35.000 - Rp 55.000,35000,55000,<50k,high,3-4 hari suhu ruang,sedang,"Oleh-oleh khas wajib, keluarga besar",Buah tangan andalan dari Lembang,,True
OO-AUD-024,oleh-oleh murah untuk rombongan,PASS,,7,PD.Bagus Tahu Dan Tempe Special,tahu_tempe,62.31,66.0,49.21,,Jarak belum dihitung,"Tahu sutra, tempe spesial",Rp 10.000 - Rp 30.000,10000,30000,<50k,medium,1-2 hari (mentah),rendah,"Keluarga, masakan rumah",Oleh-oleh sayur/lauk segar,price_estimate_medium_confidence,True
OO-AUD-024,oleh-oleh murah untuk rombongan,PASS,,8,"Siliwangi Bolu Kukus Lembang, Bandung",kue_bolu_pastry,61.62,69.0,35.44,,Jarak belum dihitung,"Bolu kukus (Black forest, Alpukat, dll)",Rp 34.000 - Rp 47.000,34000,47000,<50k,high,3-4 hari suhu ruang,sedang,"Keluarga, acara santai",Kue hantaran atau konsumsi rumah,,True
OO-AUD-025,oleh-oleh premium untuk keluarga,PASS,,1,Donatsu - Donat Susu Lembang,kue_bolu_pastry,71.24,82.0,33.07,,Jarak belum dihitung,"Donat susu berbagai topping (Milky cream, tabur, kreasi)",Rp 40.000 - Rp 90.000,40000,90000,<50k,high,1-3 hari,rendah,"Keluarga, anak-anak, penggemar makanan manis",Camilan di jalan atau oleh-oleh cepat saji,,True
OO-AUD-025,oleh-oleh premium untuk keluarga,PASS,,2,Bandung Miyucheeze,kue_bolu_pastry,65.66,72.0,43.17,,Jarak belum dihitung,"Japanese Cheesecake, Cheese Tart",Rp 50.000 - Rp 100.000,50000,100000,50k-100k,medium,3-4 hari di kulkas,sedang,"Pecinta keju, keluarga, hadiah premium",Oleh-oleh premium untuk keluarga,price_estimate_medium_confidence,True
OO-AUD-025,oleh-oleh premium untuk keluarga,PASS,,3,Serba Susu Lembang,olahan_susu,64.51,74.0,30.86,,Jarak belum dihitung,"Permen susu, Susu murni botol, Yoguroll, Bola-bola susu",Rp 15.000 - Rp 85.000,15000,85000,<50k,high,"Susu murni (1-2 hari dingin), permen (berbulan-bulan)",tinggi,"Anak-anak, pecinta susu, keluarga","Oleh-oleh sehat, konsumsi harian",,True
OO-AUD-025,oleh-oleh premium untuk keluarga,PASS,,4,Bakulsaudi / Grosir dan Gudang Kurma Bandung / Pusat Kurma Termurah Bandung / Pusat Oleh Oleh Haji Umroh Bandung,haji_umroh_kurma,60.23,73.0,14.94,,Jarak belum dihitung,"Kurma, kismis, air zamzam, hampers haji/umroh",Rp 35.000 - Rp 300.000+,35000,300000,<50k,medium,Berbulan-bulan hingga 1 tahun,tinggi,"Jamaah haji/umroh, hadiah religius",Paket oleh-oleh ibadah,category_coverage_low;price_estimate_medium_confidence,True
OO-AUD-025,oleh-oleh premium untuk keluarga,PASS,,5,Pabrik Bolu Susu Lembang,kue_bolu_pastry,59.96,68.0,31.47,,Jarak belum dihitung,"Bolu Susu Original, Vanilla, Coklat, Red Velvet",Rp 35.000 - Rp 55.000,35000,55000,<50k,high,3-4 hari suhu ruang,sedang,"Oleh-oleh khas wajib, keluarga besar",Buah tangan andalan dari Lembang,,True
OO-AUD-026,makanan kering ringan Bandung,PASS,,1,Keripik Tempe Tembul,snack_keripik,68.12,69.0,65.0,,Jarak belum dihitung,Keripik tempe aneka rasa,Rp 15.000 - Rp 35.000,15000,35000,<50k,high,1-3 bulan,tinggi,"Semua kalangan, camilan perjalanan",Camilan di bus/mobil,,True
OO-AUD-026,makanan kering ringan Bandung,PASS,,2,*UMMI* Snack Lembang,snack_keripik,62.66,62.0,65.0,,Jarak belum dihitung,"Aneka snack kemasan, keripik, sale pisang",Rp 15.000 - Rp 45.000,15000,45000,<50k,medium,1-3 bulan,tinggi,"Rombongan, camilan perjalanan",Nyemil di kendaraan,review_text_low;price_estimate_medium_confidence,True
OO-AUD-026,makanan kering ringan Bandung,PASS,,3,Central Snack,snack_keripik,62.66,62.0,65.0,,Jarak belum dihitung,"Camilan ringan, kerupuk, basreng",Rp 10.000 - Rp 40.000,10000,40000,<50k,medium,1-3 bulan,tinggi,Rombongan wisata,Camilan curah/grosir,price_estimate_medium_confidence,True
OO-AUD-026,makanan kering ringan Bandung,PASS,,4,Bubunasnack,snack_keripik,57.29,53.0,72.5,,Jarak belum dihitung,"Keripik, makanan kering ringan",Rp 15.000 - Rp 35.000,15000,35000,<50k,medium,1-2 bulan,tinggi,Semua usia,Teman nonton,manual_low_rank;price_estimate_medium_confidence,True
OO-AUD-027,oleh-oleh dekat Farm House Lembang,PASS,,1,Brownies Susu Lembang - Ini Asli Lembang,kue_bolu_pastry,72.81,61.0,12.0,0.135,0.1 km,Brownies susu aneka topping,Rp 35.000 - Rp 60.000,35000,60000,<50k,medium,4-5 hari,sedang,"Pecinta coklat, hantaran",Oleh-oleh alternatif selain bolu,review_text_low;price_estimate_medium_confidence,True
OO-AUD-027,oleh-oleh dekat Farm House Lembang,PASS,,2,"Siliwangi Bolu Kukus Lembang, Bandung",kue_bolu_pastry,74.71,69.0,6.0,0.136,0.1 km,"Bolu kukus (Black forest, Alpukat, dll)",Rp 34.000 - Rp 47.000,34000,47000,<50k,high,3-4 hari suhu ruang,sedang,"Keluarga, acara santai",Kue hantaran atau konsumsi rumah,,True
OO-AUD-027,oleh-oleh dekat Farm House Lembang,PASS,,3,Karma Oleh Oleh Bandung,souvenir_non_makanan,70.94,70.0,0.0,1.424,1.4 km,"Kaos Bandung, souvenir, gantungan kunci, kerajinan",Rp 10.000 - Rp 150.000,10000,150000,<50k,high,Sangat lama (Non-makanan),tinggi,"Wisatawan, rombongan tour",Kenang-kenangan fisik dari Bandung,category_coverage_low,True
OO-AUD-027,oleh-oleh dekat Farm House Lembang,PASS,,4,Pabrik Bolu Susu Lembang,kue_bolu_pastry,70.73,68.0,12.0,1.949,1.9 km,"Bolu Susu Original, Vanilla, Coklat, Red Velvet",Rp 35.000 - Rp 55.000,35000,55000,<50k,high,3-4 hari suhu ruang,sedang,"Oleh-oleh khas wajib, keluarga besar",Buah tangan andalan dari Lembang,,True
OO-AUD-027,oleh-oleh dekat Farm House Lembang,PASS,,5,Pabrik Tahu PD Uties,tahu_tempe,68.83,68.0,0.0,1.989,2.0 km,"Tahu segar, tempe, olahan kedelai",Rp 5.000 - Rp 25.000,5000,25000,<50k,medium,1-2 hari (mentah),rendah,"Ibu rumah tangga, pecinta kuliner tahu",Bahan masakan di rumah pasca liburan,opening_hours_unavailable;price_estimate_medium_confidence,True
OO-AUD-028,snack murah dekat Farm House,PASS,,1,Bubunasnack,snack_keripik,75.96,53.0,87.88,2.307,2.3 km,"Keripik, makanan kering ringan",Rp 15.000 - Rp 35.000,15000,35000,<50k,medium,1-2 bulan,tinggi,Semua usia,Teman nonton,manual_low_rank;price_estimate_medium_confidence,True
OO-AUD-028,snack murah dekat Farm House,PASS,,2,Central Snack,snack_keripik,78.84,62.0,87.47,2.391,2.4 km,"Camilan ringan, kerupuk, basreng",Rp 10.000 - Rp 40.000,10000,40000,<50k,medium,1-3 bulan,tinggi,Rombongan wisata,Camilan curah/grosir,price_estimate_medium_confidence,True
OO-AUD-028,snack murah dekat Farm House,PASS,,3,Keripik Tempe Tembul,snack_keripik,80.06,69.0,83.41,2.641,2.6 km,Keripik tempe aneka rasa,Rp 15.000 - Rp 35.000,15000,35000,<50k,high,1-3 bulan,tinggi,"Semua kalangan, camilan perjalanan",Camilan di bus/mobil,,True
OO-AUD-028,snack murah dekat Farm House,PASS,,4,*UMMI* Snack Lembang,snack_keripik,77.41,62.0,83.73,2.74,2.7 km,"Aneka snack kemasan, keripik, sale pisang",Rp 15.000 - Rp 45.000,15000,45000,<50k,medium,1-3 bulan,tinggi,"Rombongan, camilan perjalanan",Nyemil di kendaraan,review_text_low;price_estimate_medium_confidence,True
OO-AUD-030,oleh-oleh murah dekat Lembang di bawah 50 ribu,PASS,,1,Donatsu - Donat Susu Lembang,kue_bolu_pastry,74.68,82.0,28.71,0.261,0.3 km,"Donat susu berbagai topping (Milky cream, tabur, kreasi)",Rp 40.000 - Rp 90.000,40000,90000,<50k,high,1-3 hari,rendah,"Keluarga, anak-anak, penggemar makanan manis",Camilan di jalan atau oleh-oleh cepat saji,,True
OO-AUD-030,oleh-oleh murah dekat Lembang di bawah 50 ribu,PASS,,2,Serba Susu Lembang,olahan_susu,70.55,74.0,36.36,1.122,1.1 km,"Permen susu, Susu murni botol, Yoguroll, Bola-bola susu",Rp 15.000 - Rp 85.000,15000,85000,<50k,high,"Susu murni (1-2 hari dingin), permen (berbulan-bulan)",tinggi,"Anak-anak, pecinta susu, keluarga","Oleh-oleh sehat, konsumsi harian",,True
OO-AUD-030,oleh-oleh murah dekat Lembang di bawah 50 ribu,PASS,,3,Bakulsaudi / Grosir dan Gudang Kurma Bandung / Pusat Kurma Termurah Bandung / Pusat Oleh Oleh Haji Umroh Bandung,haji_umroh_kurma,68.78,73.0,31.89,1.393,1.4 km,"Kurma, kismis, air zamzam, hampers haji/umroh",Rp 35.000 - Rp 300.000+,35000,300000,<50k,medium,Berbulan-bulan hingga 1 tahun,tinggi,"Jamaah haji/umroh, hadiah religius",Paket oleh-oleh ibadah,category_coverage_low;price_estimate_medium_confidence,True
OO-AUD-030,oleh-oleh murah dekat Lembang di bawah 50 ribu,PASS,,4,Keripik Tempe Tembul,snack_keripik,66.82,69.0,27.41,0.061,0.1 km,Keripik tempe aneka rasa,Rp 15.000 - Rp 35.000,15000,35000,<50k,high,1-3 bulan,tinggi,"Semua kalangan, camilan perjalanan",Camilan di bus/mobil,,True
OO-AUD-030,oleh-oleh murah dekat Lembang di bawah 50 ribu,PASS,,5,Pabrik Bolu Susu Lembang,kue_bolu_pastry,66.59,68.0,32.71,0.749,0.7 km,"Bolu Susu Original, Vanilla, Coklat, Red Velvet",Rp 35.000 - Rp 55.000,35000,55000,<50k,high,3-4 hari suhu ruang,sedang,"Oleh-oleh khas wajib, keluarga besar",Buah tangan andalan dari Lembang,,True
OO-AUD-030,oleh-oleh murah dekat Lembang di bawah 50 ribu,PASS,,6,Barokah Fresh Milk,olahan_susu,65.38,69.0,28.33,1.691,1.7 km,"Susu sapi murni, yoghurt segar",Rp 10.000 - Rp 25.000,10000,25000,<50k,medium,1-2 hari dingin,sedang,"Wisatawan lokal, anak-anak",Konsumsi langsung saat wisata,price_estimate_medium_confidence,True
OO-AUD-030,oleh-oleh murah dekat Lembang di bawah 50 ribu,PASS,,7,Susu Murni KPSBU Lembang,olahan_susu,65.04,66.0,32.5,1.061,1.1 km,"Susu pasteurisasi, yoghurt KPSBU",Rp 12.000 - Rp 35.000,12000,35000,<50k,high,1-2 hari dingin,sedang,"Keluarga, penggemar susu murni",Konsumsi instan atau dibawa dalam coolbox,,True
OO-AUD-030,oleh-oleh murah dekat Lembang di bawah 50 ribu,PASS,,8,Pabrik Tahu PD Uties,tahu_tempe,64.55,68.0,25.0,1.255,1.3 km,"Tahu segar, tempe, olahan kedelai",Rp 5.000 - Rp 25.000,5000,25000,<50k,medium,1-2 hari (mentah),rendah,"Ibu rumah tangga, pecinta kuliner tahu",Bahan masakan di rumah pasca liburan,opening_hours_unavailable;price_estimate_medium_confidence,True
OO-AUD-030,oleh-oleh murah dekat Lembang di bawah 50 ribu,PASS,,9,Bandung Miyucheeze,kue_bolu_pastry,64.09,72.0,26.48,4.405,4.4 km,"Japanese Cheesecake, Cheese Tart",Rp 50.000 - Rp 100.000,50000,100000,50k-100k,medium,3-4 hari di kulkas,sedang,"Pecinta keju, keluarga, hadiah premium",Oleh-oleh premium untuk keluarga,price_estimate_medium_confidence,True
OO-AUD-030,oleh-oleh murah dekat Lembang di bawah 50 ribu,PASS,,10,"Siliwangi Bolu Kukus Lembang, Bandung",kue_bolu_pastry,63.89,69.0,25.22,2.559,2.6 km,"Bolu kukus (Black forest, Alpukat, dll)",Rp 34.000 - Rp 47.000,34000,47000,<50k,high,3-4 hari suhu ruang,sedang,"Keluarga, acara santai",Kue hantaran atau konsumsi rumah,,True
OO-AUD-031,oleh-oleh non makanan,PASS,,1,Karma Oleh Oleh Bandung,souvenir_non_makanan,70.0,70.0,70.0,,Jarak belum dihitung,"Kaos Bandung, souvenir, gantungan kunci, kerajinan",Rp 10.000 - Rp 150.000,10000,150000,<50k,high,Sangat lama (Non-makanan),tinggi,"Wisatawan, rombongan tour",Kenang-kenangan fisik dari Bandung,category_coverage_low,True
OO-AUD-032,produk susu fresh untuk anak,PASS,,1,Serba Susu Lembang,olahan_susu,74.41,74.0,75.86,,Jarak belum dihitung,"Permen susu, Susu murni botol, Yoguroll, Bola-bola susu",Rp 15.000 - Rp 85.000,15000,85000,<50k,high,"Susu murni (1-2 hari dingin), permen (berbulan-bulan)",tinggi,"Anak-anak, pecinta susu, keluarga","Oleh-oleh sehat, konsumsi harian",,True
OO-AUD-032,produk susu fresh untuk anak,PASS,,2,Barokah Fresh Milk,olahan_susu,69.79,69.0,72.6,,Jarak belum dihitung,"Susu sapi murni, yoghurt segar",Rp 10.000 - Rp 25.000,10000,25000,<50k,medium,1-2 hari dingin,sedang,"Wisatawan lokal, anak-anak",Konsumsi langsung saat wisata,price_estimate_medium_confidence,True
OO-AUD-032,produk susu fresh untuk anak,PASS,,3,Susu Murni KPSBU Lembang,olahan_susu,68.82,66.0,78.83,,Jarak belum dihitung,"Susu pasteurisasi, yoghurt KPSBU",Rp 12.000 - Rp 35.000,12000,35000,<50k,high,1-2 hari dingin,sedang,"Keluarga, penggemar susu murni",Konsumsi instan atau dibawa dalam coolbox,,True
OO-AUD-033,oleh-oleh praktis banyak rasa,PASS,,1,Donatsu - Donat Susu Lembang,kue_bolu_pastry,65.61,82.0,7.5,,Jarak belum dihitung,"Donat susu berbagai topping (Milky cream, tabur, kreasi)",Rp 40.000 - Rp 90.000,40000,90000,<50k,high,1-3 hari,rendah,"Keluarga, anak-anak, penggemar makanan manis",Camilan di jalan atau oleh-oleh cepat saji,,True
OO-AUD-033,oleh-oleh praktis banyak rasa,PASS,,2,Serba Susu Lembang,olahan_susu,59.37,74.0,7.5,,Jarak belum dihitung,"Permen susu, Susu murni botol, Yoguroll, Bola-bola susu",Rp 15.000 - Rp 85.000,15000,85000,<50k,high,"Susu murni (1-2 hari dingin), permen (berbulan-bulan)",tinggi,"Anak-anak, pecinta susu, keluarga","Oleh-oleh sehat, konsumsi harian",,True
OO-AUD-033,oleh-oleh praktis banyak rasa,PASS,,3,Bakulsaudi / Grosir dan Gudang Kurma Bandung / Pusat Kurma Termurah Bandung / Pusat Oleh Oleh Haji Umroh Bandung,haji_umroh_kurma,58.59,73.0,7.5,,Jarak belum dihitung,"Kurma, kismis, air zamzam, hampers haji/umroh",Rp 35.000 - Rp 300.000+,35000,300000,<50k,medium,Berbulan-bulan hingga 1 tahun,tinggi,"Jamaah haji/umroh, hadiah religius",Paket oleh-oleh ibadah,category_coverage_low;price_estimate_medium_confidence,True
