penginapan_id,name,property_type,latitude,longitude,overall_rating,reviews,p2_sentiment_policy_status,recommended_action,decision_reason,accepted_review_rows,accepted_review_text_rows,held_review_rows,held_status_summary,start_url
LODGE-01177,Rehat at Villa Golf Island Dago Resort I,villa,-6.865,107.6483,3.5,1.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Rehat%20at%20Villa%20Golf%20Island%20Dago%20Resort%20I%20-6.865%2C107.6483
LODGE-01178,Rehat at Villa Golf Island Dago Resort II,villa,-6.8656,107.6479,3.0,1.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Rehat%20at%20Villa%20Golf%20Island%20Dago%20Resort%20II%20-6.8656%2C107.6479
LODGE-00514,Villa Rian Argapuri Resort,villa,-7.1268,107.5138,2.5,1.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Villa%20Rian%20Argapuri%20Resort%20-7.1268%2C107.5138
LODGE-00076,"Villa with Jacuzzi, Damar Ningrum 4",villa,-6.8299,107.5538,5.0,1.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Villa%20with%20Jacuzzi%2C%20Damar%20Ningrum%204%20-6.8299%2C107.5538
LODGE-00584,Seribu Pulau Pangalengan,vacation_rental,-7.1902,107.5504,4.2,165.0,accepted_review_available,use_for_sentiment_inference,sudah punya review aman hasil audit scrape,30,27,0,,https://www.google.com/maps/search/?api=1&query=Seribu%20Pulau%20Pangalengan%20-7.1902%2C107.5504
LODGE-01283,La Grande by Djitu Hospitality,vacation_rental,-6.9094,107.6104,3.1417,136.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,30,held_foreign_result:30,https://www.google.com/maps/search/?api=1&query=La%20Grande%20by%20Djitu%20Hospitality%20-6.9094%2C107.6104
LODGE-00624,Saung Arjuna Syandana Resort Ciwidey,vacation_rental,-7.109,107.4847,3.925,118.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Saung%20Arjuna%20Syandana%20Resort%20Ciwidey%20-7.109%2C107.4847
LODGE-01316,Sorte by Kozystay -Dago,vacation_rental,-6.8558,107.6476,4.8342,32.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Sorte%20by%20Kozystay%20-Dago%20-6.8558%2C107.6476
LODGE-00519,Kuleum Camp And Cabin By ARBA,vacation_rental,-7.1416,107.396,4.125,30.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,434,held_foreign_result:374; held_name_mismatch:60,https://www.google.com/maps/search/?api=1&query=Kuleum%20Camp%20And%20Cabin%20By%20ARBA%20-7.1416%2C107.396
LODGE-01217,Anori by Kozystay - Bandung,vacation_rental,-6.8693,107.6408,4.78,23.0,accepted_review_available,use_for_sentiment_inference,sudah punya review aman hasil audit scrape,2,0,0,,https://www.google.com/maps/search/?api=1&query=Anori%20by%20Kozystay%20-%20Bandung%20-6.8693%2C107.6408
LODGE-01240,"Cozy Haven with Jacuzzi, Rooftop",vacation_rental,-6.8444,107.6051,4.0,19.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,49,held_foreign_result:30; held_name_mismatch:19,https://www.google.com/maps/search/?api=1&query=Cozy%20Haven%20with%20Jacuzzi%2C%20Rooftop%20-6.8444%2C107.6051
LODGE-00093,Imah Seuri,vacation_rental,-6.8179,107.5743,4.3,12.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Imah%20Seuri%20-6.8179%2C107.5743
LODGE-00067,"Kyoto House - KBP with Onsen style pool, Warm water, Near Parahyangan Golf",vacation_rental,-6.8735,107.4698,4.85,10.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Kyoto%20House%20-%20KBP%20with%20Onsen%20style%20pool%2C%20Warm%20water%2C%20Near%20Parahyangan%20Golf%20-6.8735%2C107.4698
LODGE-00097,Pasteur Beautiful Luxury Home - Vacation Home,vacation_rental,-6.8929,107.5749,4.4,10.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Pasteur%20Beautiful%20Luxury%20Home%20-%20Vacation%20Home%20-6.8929%2C107.5749
LODGE-01186,Skara by Kozystay - Bandung,vacation_rental,-6.9093,107.6101,3.8,9.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Skara%20by%20Kozystay%20-%20Bandung%20-6.9093%2C107.6101
LODGE-01319,Sukha by Kozystay - Dago,vacation_rental,-6.8558,107.6476,4.56,9.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Sukha%20by%20Kozystay%20-%20Dago%20-6.8558%2C107.6476
LODGE-01184,Scandinavian Asia Afrika,vacation_rental,-6.9238,107.6182,3.75,8.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Scandinavian%20Asia%20Afrika%20-6.9238%2C107.6182
LODGE-01280,Karaton by Kozystay - Paskal,vacation_rental,-6.913,107.5929,3.85,7.0,accepted_review_available,use_for_sentiment_inference,sudah punya review aman hasil audit scrape,5,3,0,,https://www.google.com/maps/search/?api=1&query=Karaton%20by%20Kozystay%20-%20Paskal%20-6.913%2C107.5929
LODGE-00541,Regan Luxcamp by Digihub Hospitality,vacation_rental,-7.1844,107.5469,4.2,7.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Regan%20Luxcamp%20by%20Digihub%20Hospitality%20-7.1844%2C107.5469
LODGE-01138,"Jardin A22, City View, Netflix & WIFI",vacation_rental,-6.8923,107.6049,4.4,4.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,30,held_foreign_result:30,https://www.google.com/maps/search/?api=1&query=Jardin%20A22%2C%20City%20View%2C%20Netflix%20%26%20WIFI%20-6.8923%2C107.6049
LODGE-01110,Bandung Scenic View W Pool,vacation_rental,-6.8833,107.5812,4.85,3.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Bandung%20Scenic%20View%20W%20Pool%20-6.8833%2C107.5812
LODGE-01168,Rarasa by Kozystay - Bandung,vacation_rental,-6.8697,107.6408,4.0,3.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Rarasa%20by%20Kozystay%20-%20Bandung%20-6.8697%2C107.6408
LODGE-00049,Twelve Stones at Wahoo KBP,vacation_rental,-6.8692,107.4562,4.65,3.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Twelve%20Stones%20at%20Wahoo%20KBP%20-6.8692%2C107.4562
LODGE-01125,Delio by Kozystay - Bandung,vacation_rental,-6.9178,107.5813,3.5,2.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Delio%20by%20Kozystay%20-%20Bandung%20-6.9178%2C107.5813
LODGE-01189,Tabgha by Kozystay - Dago,vacation_rental,-6.8548,107.6492,4.5,2.0,accepted_review_available,use_for_sentiment_inference,sudah punya review aman hasil audit scrape,7,7,0,,https://www.google.com/maps/search/?api=1&query=Tabgha%20by%20Kozystay%20-%20Dago%20-6.8548%2C107.6492
LODGE-01116,Cairora by Kozystay - Bandung,vacation_rental,-6.9093,107.6102,4.5,1.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Cairora%20by%20Kozystay%20-%20Bandung%20-6.9093%2C107.6102
LODGE-01146,Lee Simple House - Summarecon Bandung,vacation_rental,-6.9619,107.6969,3.0,1.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Lee%20Simple%20House%20-%20Summarecon%20Bandung%20-6.9619%2C107.6969
LODGE-00069,"Manna Tatami House KBP Bandung near Wahoo, Whoosh & Parahyangan Golf",vacation_rental,-6.8689,107.4568,5.0,1.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Manna%20Tatami%20House%20KBP%20Bandung%20near%20Wahoo%2C%20Whoosh%20%26%20Parahyangan%20Golf%20-6.8689%2C107.4568
LODGE-00588,Shakilla House 6B Syariah Cigalumpit Cianjur,vacation_rental,-6.8162,107.1714,4.85,1.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,228,needs_review_name_partial:228,https://www.google.com/maps/search/?api=1&query=Shakilla%20House%206B%20Syariah%20Cigalumpit%20Cianjur%20-6.8162%2C107.1714
LODGE-01190,Tanea by Kozystay - Braga,vacation_rental,-6.9167,107.6078,4.5,1.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Tanea%20by%20Kozystay%20-%20Braga%20-6.9167%2C107.6078
LODGE-00077,"Wasabi House, Kota Baru Parahyangan",vacation_rental,-6.8667,107.4572,5.0,1.0,sentiment_unavailable,do_not_rescrape_now_use_rating_confidence_fallback,tidak ketemu aman dari scrape batch; jangan habiskan biaya scraping sekarang,0,0,0,,https://www.google.com/maps/search/?api=1&query=Wasabi%20House%2C%20Kota%20Baru%20Parahyangan%20-6.8667%2C107.4572
