severity,code,field,penginapan_id,name,message,recommended_action
MANUAL_REVIEW,ROOM_LEVEL_LISTING,property_type,LODGE-00022,OYO 3394 Apm Residence Syariah - Deluxe Double Room,"Baris adalah room-level listing, bukan properti utama.",Jangan hapus otomatis; turunkan prioritas ranking atau gabungkan ke properti utama jika jelas.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00293,"Family Staycation, Near Lembang With Complete Facilities","Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00294,Fanara Villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00295,Glamping triangle riyadhi 2,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00296,Hanara Private Glamping,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00297,Hens Guesthouse Syariah - Deluxe Double Room,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00298,Homey Apt 1BR at Parahyangan Residence By Travelio,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00299,Keyla Private Dome,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00300,Kusumanagara Dome1,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00301,Liorasuite Japandi house with Jacuzzi in KBP,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00302,"Lioravilla15 KBP with private pool, very comfortable and cozy, near WHOOSH and WAHOO - Villa with Private Pool","Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00303,Lioravilla21 Kota Baru Parahyangan - Villa with Private Pool,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00304,Lovina Nature House - Two-Bedroom House,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00305,Lovina Nature House 701,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00306,Lovina Nature House 702,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00307,Lovina Nature House 703,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00308,Marina Private Glamping,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00309,Mountain View at The Edge,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00310,Mountain View at The Edge - Two-Bedroom Apartment,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00311,Naomi Jati Villa Bandung,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00312,Nyaman Wangi Villa Kota Baru Parahyangan,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00313,Pita Asri Mansion - Four-Bedroom House,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00314,Riyadhi 1 Glamping,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00315,Riyadhi 1 Glamping,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00316,SKYVAN Villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00317,Sekar Arum Villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00318,Sewa Rumah Kota Baru Parahyangan Bandung,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00319,Spacious 1Br Apartment At The Edge Cimahi Bandung,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00320,Spacious Studio The Edge Bandung By Travelio,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00321,TROYA HOUSE,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00323,The Edge Baros 1 BR,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00324,Twelve Stones at Wahoo KBP - Three-Bedroom Villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00325,Villa Adryan Pakuhaji Bandung,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00326,Villa Adryan Pakuhaji Bandung - Villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00327,Villa Bagus Home,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00328,Villa Bagus Lembang,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00329,Villa Domus SanctuaryofSerenity,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00330,Villa Kyuri Lembang,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00331,Villa Murah-Unik-Bersih di Lembang Cimahi Bandung,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00332,Villa Sapa Syariah Pakuhaji Highland Eco-Resort,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00333,Villa Sapa Syariah Pakuhaji Highland Eco-Resort,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00334,Villa Suarga Loka 1,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00335,West Castle @ 5 Minutes to KCIC Padalarang - Three-Bedroom House,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00336,kusumanagara 1,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00348,3Bedroom Seventeen - The EDGE Apartment,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00349,Aira Glamping - Tent,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00351,Bumi Castle Luxury Living di Kota Baru Parahyangan - Three-Bedroom Villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00352,"Casa Indigo 3-bedroom house in Kota Baru Parahyangan, Bandung with Swimming Pool","Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00353,Casa de Jingga - KBP,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00354,"Comfortable 2Br At The Edge Bandung Apartment - Apartment, 2 Bedrooms","Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00355,Cozy Studio Gateway Pasteur Bandung By Travelio,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00356,Cozy Trendy Studio at Gateway Pasteur Apartment By Travelio - Studio Apartment,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00357,Elegant & Stylish Studio At Gateway Pasteur Apartment,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00358,Hanara Private Glamping - Tent,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00359,Homey 2Br Apartment At The Edge Bandung,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00360,Keyla Private Glamping,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00363,Lioravilla15 - Villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00364,Lioravilla21 Kota Baru Parahyangan - Villa with Private Pool,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00367,Minimalist Apt Studio Gateway Pasteur By Travelio,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00368,Modern And Cozy Studio Room At Gateway Pasteur Apartment,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00373,Relaxing 1BR Gateway Pasteur Apartment near Exit Toll,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00374,Royal Tulip Degreen Bandung,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00375,Scenic 2Br At The Edge Bandung Apartment,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00376,Spacious Chic Studio Room Apartment At Gateway Pasteur,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00377,Spacious Studio Room at Gateway Pasteur Apartment near Exit Toll Pasteur By Travelio,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00378,Spacious Studio The Edge Bandung Apartment,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00379,Spacious and Combine 3Br At The Edge Bandung Apartment,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00380,Strategic & Stylish Studio Gateway Pasteur Apartment near Pasteur Exit Toll,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00381,Strategic 2BR at Gateway Pasteur Apt By Travelio,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00385,Villa Koji Lembang - One-Bedroom House,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00386,Villa Madasaeda by GroRental - Villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00387,Villa Skyvan - Cisarua Lembang - One-Bedroom Villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00388,Well Appointed 2BR Gateway Pasteur Apt By Travelio,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00389,West Castle @ 5 Minutes to KCIC Padalarang - Three-Bedroom House,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00390,homestay Bumisarehat - One-Bedroom House,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00406,Alayam villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00407,Asri Family House - Four-Bedroom House,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00408,Heavenly 2 Private Glamping,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00409,Lovina Nature House - pet friendly - Villa with Garden View,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00410,Nadhif House Syariah,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00411,Pakuhaji Highland Eco-Resort,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00412,Pakuhaji Highland Eco-Resort - Standard Villa,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00413,Shida Village,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00414,Svarga Glamping,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00415,The Edge Baros 2BR by SKY,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00416,Vila Murah Di Lembang Vila malaika,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00417,Apartmen 2BR Daymentroom R0620,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00418,Studio Seventeen - Gateway Apartment,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00427,Salsabilla Guest House Syariah by Oyo,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00428,The Edge by Lia,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00429,Danapati Homestay,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00430,OYO 90892 My Guest House Syariah,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00431,Pakuhaji Highland Eco Resort,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00456,EXPRESS O 91033 Efoproperti,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00457,OYO 93920 Apartemen Gateway Pasteur By D Carpenter,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
MANUAL_REVIEW,OVERALL_RATING_MISSING,overall_rating,LODGE-00458,OYO 93922 Apartemen Gateway Pasteur By Sinta,"Rating kosong; masih boleh dipakai, tapi ranking berbasis rating harus diberi caveat.",Biarkan kosong dengan caveat atau lengkapi dari sumber tepercaya sebelum klaim digunakan.
