query_id,query,expected,rank,match_expected,name,category,labels,price,rating,sentiment_used_for_ranking,distance_km,final_score,mall_penalty,reason_short
WQ12,wisata religi Bandung,religi/masjid/makam,2,True,Masjid Jami' Al Baakhirah,Tempat Ibadah,Religi; Santai/Healing; Gratis; Budaya; Kuliner,Gratis,4.75,0.8456,,77.74,1.0,Destinasi 'Masjid Jami' Al Baakhirah' sangat cocok dengan keinginan Anda mencari 'wisata religi Bandung' (relevansi deskripsi 65.5%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 84.6%. Destinasi ini terpercaya dengan rating Google 4.75/5.0
WQ12,wisata religi Bandung,religi/masjid/makam,3,True,"Gereja Katedral Bandung, Santo Petrus",Tempat Ibadah,Religi; Santai/Healing; Gratis; Budaya; Alam,Gratis,4.81,0.8946,,77.49,1.0,"Destinasi 'Gereja Katedral Bandung, Santo Petrus' sangat cocok dengan keinginan Anda mencari 'wisata religi Bandung' (relevansi deskripsi 52.8%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 89.5%. Destinasi ini terpercaya dengan rating Goo"
WQ12,wisata religi Bandung,religi/masjid/makam,4,True,Masjid Raya Al-Jabbar,Tempat Ibadah,Religi; Santai/Healing; Gratis; Budaya; Alam; Spot Foto; Kuliner,Gratis,4.75,0.7839,,74.24,1.0,Destinasi 'Masjid Raya Al-Jabbar' sangat cocok dengan keinginan Anda mencari 'wisata religi Bandung' (relevansi deskripsi 65.5%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 78.4%. Destinasi ini terpercaya dengan rating Google 4.75/5.0 dar
WQ12,wisata religi Bandung,religi/masjid/makam,5,True,Masjid Agung Bandung,Tempat Ibadah,Religi; Santai/Healing; Gratis; Budaya; Alam; Ramah Anak; Spot Foto; Kuliner,Gratis,4.09,0.5955,,69.4,1.0,Destinasi 'Masjid Agung Bandung' sangat cocok dengan keinginan Anda mencari 'wisata religi Bandung' (relevansi deskripsi 67.8%). Ulasan pengunjung didominasi respon positif dengan skor sentimen terkalibrasi 59.6%. Destinasi ini terpercaya dengan rating Google 4.09/5.0 dari total 
WQ13,wisata petualangan alam Bandung,petualangan/alam/outdoor,1,True,Kampung Singkur,Wisata Petualangan,Petualangan; Alam; Outdoor; Ramah Anak; Kuliner; Santai/Healing,Rp 10.000 (Per Orang),4.82,0.8799,,85.78,1.0,Destinasi 'Kampung Singkur' sangat cocok dengan keinginan Anda mencari 'wisata petualangan alam Bandung' (relevansi deskripsi 84.0%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 88.0%. Destinasi ini terpercaya dengan rating Google 4.82/5.0
WQ13,wisata petualangan alam Bandung,petualangan/alam/outdoor,2,True,Gantolle Paralayang Singajaya Cihampelas,Wisata Petualangan,Petualangan; Alam; Outdoor; Spot Foto; Kuliner,Rp 15.000 (Per Orang),4.53,0.8341,,84.36,1.0,Destinasi 'Gantolle Paralayang Singajaya Cihampelas' sangat cocok dengan keinginan Anda mencari 'wisata petualangan alam Bandung' (relevansi deskripsi 77.8%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 83.4%. Destinasi ini terpercaya deng
WQ13,wisata petualangan alam Bandung,petualangan/alam/outdoor,3,True,Glamping Legok Kondang,Tempat Camping,Alam; Petualangan; Outdoor; Kuliner; Santai/Healing,Rp 250.000 - Rp 1.500.000 (Berbayar),4.81,0.8713,,80.61,1.0,Destinasi 'Glamping Legok Kondang' sangat cocok dengan keinginan Anda mencari 'wisata petualangan alam Bandung' (relevansi deskripsi 70.1%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 87.1%. Destinasi ini terpercaya dengan rating Google 4
WQ13,wisata petualangan alam Bandung,petualangan/alam/outdoor,4,True,Ciwangun Indah Camp,Tempat Camping,Alam; Petualangan; Outdoor; Ramah Anak; Spot Foto; Kuliner; Santai/Healing,Rp 15.000 - Rp 45.000 (Per Orang),4.54,0.8232,,80.34,1.0,Destinasi 'Ciwangun Indah Camp' sangat cocok dengan keinginan Anda mencari 'wisata petualangan alam Bandung' (relevansi deskripsi 68.1%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 82.3%. Destinasi ini terpercaya dengan rating Google 4.54
WQ13,wisata petualangan alam Bandung,petualangan/alam/outdoor,5,True,Wisata Kampoeng Ciherang,Rekreasi Keluarga,Keluarga; Alam; Petualangan; Ramah Anak; Santai/Healing; Outdoor; Spot Foto; Kuliner,Rp 20.000 (Per Orang),4.38,0.8143,,79.61,1.0,Destinasi 'Wisata Kampoeng Ciherang' sangat cocok dengan keinginan Anda mencari 'wisata petualangan alam Bandung' (relevansi deskripsi 77.8%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 81.4%. Destinasi ini terpercaya dengan rating Google
WQ14,spot foto instagramable Bandung,spot foto/instagramable,1,True,Lawangwangi Creative Space,Tempat Seni,Budaya; Spot Foto; Edukasi; Santai/Healing; Indoor; Malam; Alam; Kuliner,Rp 25.000 - Rp 200.000 (Per Orang),4.78,0.9326,,77.83,1.0,Destinasi 'Lawangwangi Creative Space' sangat cocok dengan keinginan Anda mencari 'spot foto instagramable Bandung' (relevansi deskripsi 46.0%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 93.3%. Destinasi ini terpercaya dengan rating Goog
WQ14,spot foto instagramable Bandung,spot foto/instagramable,2,True,NuArt Sculpture Park,Tempat Seni,Budaya; Edukasi; Spot Foto; Santai/Healing; Indoor; Outdoor; Alam; Kuliner,Rp 50.000 (Per Orang),4.85,0.9453,,76.05,1.0,Destinasi 'NuArt Sculpture Park' sangat cocok dengan keinginan Anda mencari 'spot foto instagramable Bandung' (relevansi deskripsi 39.9%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 94.5%. Destinasi ini terpercaya dengan rating Google 4.8
WQ14,spot foto instagramable Bandung,spot foto/instagramable,3,True,Bukit Moko Bandung,Wisata Alam,Alam; Spot Foto; Santai/Healing; Outdoor; Malam; Ramah Anak; Kuliner,Rp 15.000 - Rp 30.000 (Per Orang),4.71,0.9235,,75.27,1.0,Destinasi 'Bukit Moko Bandung' sangat cocok dengan keinginan Anda mencari 'spot foto instagramable Bandung' (relevansi deskripsi 44.8%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 92.3%. Destinasi ini terpercaya dengan rating Google 4.71/
WQ14,spot foto instagramable Bandung,spot foto/instagramable,4,True,Perkebunan Teh Malabar,Wisata Alam,Alam; Santai/Healing; Spot Foto; Sejarah; Outdoor; Kuliner,Rp 5.000 - Rp 15.000 (Per Orang),4.84,0.9469,,73.37,1.0,Destinasi 'Perkebunan Teh Malabar' sangat cocok dengan keinginan Anda mencari 'spot foto instagramable Bandung' (relevansi deskripsi 31.1%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 94.7%. Destinasi ini terpercaya dengan rating Google 4
WQ14,spot foto instagramable Bandung,spot foto/instagramable,5,True,The Lodge Maribaya,Rekreasi Keluarga,Keluarga; Alam; Spot Foto; Ramah Anak; Outdoor; Edukasi; Kuliner; Santai/Healing; Petualangan,Rp 50.000 - Rp 65.000 (Per Orang),4.75,0.8821,,73.33,1.0,Destinasi 'The Lodge Maribaya' sangat cocok dengan keinginan Anda mencari 'spot foto instagramable Bandung' (relevansi deskripsi 41.5%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 88.2%. Destinasi ini terpercaya dengan rating Google 4.75/
WQ15,wisata murah untuk keluarga,murah + keluarga/anak,1,True,Alam Wisata Cimahi,Rekreasi Keluarga,Keluarga; Kuliner; Alam; Ramah Anak; Edukasi; Petualangan; Gratis; Spot Foto,Gratis,4.44,0.8353,,81.71,1.0,Destinasi 'Alam Wisata Cimahi' sangat cocok dengan keinginan Anda mencari 'wisata murah untuk keluarga' (relevansi deskripsi 70.6%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 83.5%. Destinasi ini terpercaya dengan rating Google 4.44/5.0 
WQ15,wisata murah untuk keluarga,murah + keluarga/anak,2,True,Venus Cimahi,Rekreasi Keluarga,Keluarga; Ramah Anak; Kuliner; Belanja,Rp 15.000 - Rp 25.000 (Per Orang),4.74,0.8948,,80.57,1.0,Destinasi 'Venus Cimahi' sangat cocok dengan keinginan Anda mencari 'wisata murah untuk keluarga' (relevansi deskripsi 59.3%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 89.5%. Destinasi ini terpercaya dengan rating Google 4.74/5.0 dari t
WQ15,wisata murah untuk keluarga,murah + keluarga/anak,3,True,Terminal Wisata Grafika Cikole,Rekreasi Keluarga,Keluarga; Kuliner; Alam; Ramah Anak; Petualangan; Malam; Santai/Healing,Rp 20.000 (Per Orang),4.55,0.8455,,78.95,1.0,Destinasi 'Terminal Wisata Grafika Cikole' sangat cocok dengan keinginan Anda mencari 'wisata murah untuk keluarga' (relevansi deskripsi 60.4%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 84.5%. Destinasi ini terpercaya dengan rating Goog
WQ15,wisata murah untuk keluarga,murah + keluarga/anak,4,True,Wisata Kampoeng Ciherang,Rekreasi Keluarga,Keluarga; Alam; Petualangan; Ramah Anak; Santai/Healing; Outdoor; Spot Foto; Kuliner,Rp 20.000 (Per Orang),4.38,0.8143,,77.04,1.0,Destinasi 'Wisata Kampoeng Ciherang' sangat cocok dengan keinginan Anda mencari 'wisata murah untuk keluarga' (relevansi deskripsi 70.5%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 81.4%. Destinasi ini terpercaya dengan rating Google 4.3
WQ15,wisata murah untuk keluarga,murah + keluarga/anak,5,True,Taman Lembah Dewata,Rekreasi Keluarga,Keluarga; Alam; Santai/Healing; Ramah Anak; Outdoor; Spot Foto; Kuliner; Belanja,Rp 20.000 - Rp 25.000 (Per Orang),4.38,0.7539,,73.98,1.0,Destinasi 'Taman Lembah Dewata' sangat cocok dengan keinginan Anda mencari 'wisata murah untuk keluarga' (relevansi deskripsi 59.8%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 75.4%. Destinasi ini terpercaya dengan rating Google 4.38/5.0
WQ16,tempat santai outdoor Bandung,santai/outdoor,1,True,Bukit Moko Bandung,Wisata Alam,Alam; Spot Foto; Santai/Healing; Outdoor; Malam; Ramah Anak; Kuliner,Rp 15.000 - Rp 30.000 (Per Orang),4.71,0.9235,,85.87,1.0,Destinasi 'Bukit Moko Bandung' sangat cocok dengan keinginan Anda mencari 'tempat santai outdoor Bandung' (relevansi deskripsi 75.0%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 92.3%. Destinasi ini terpercaya dengan rating Google 4.71/5.
WQ16,tempat santai outdoor Bandung,santai/outdoor,2,True,Wayang Windu Panenjoan,Wisata Alam,Alam; Spot Foto; Santai/Healing; Petualangan; Outdoor; Kuliner; Belanja,Rp 20.000 (Per Orang),4.78,0.9235,,84.81,1.0,Destinasi 'Wayang Windu Panenjoan' sangat cocok dengan keinginan Anda mencari 'tempat santai outdoor Bandung' (relevansi deskripsi 71.2%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 92.3%. Destinasi ini terpercaya dengan rating Google 4.7
WQ16,tempat santai outdoor Bandung,santai/outdoor,3,True,Situ Cileunca Pangalengan Bandung,Wisata Alam,Alam; Santai/Healing; Spot Foto; Outdoor; Ramah Anak; Kuliner; Petualangan,Rp 5.000 (Per Orang),4.56,0.8635,,84.76,1.0,Destinasi 'Situ Cileunca Pangalengan Bandung' sangat cocok dengan keinginan Anda mencari 'tempat santai outdoor Bandung' (relevansi deskripsi 79.5%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 86.4%. Destinasi ini terpercaya dengan rating
WQ16,tempat santai outdoor Bandung,santai/outdoor,4,True,Tahura Gunung Kunci,Wisata Alam,Alam; Santai/Healing; Outdoor; Spot Foto; Ramah Anak; Edukasi,Rp 10.000 (Per Orang),4.5,0.8525,,84.37,1.0,Destinasi 'Tahura Gunung Kunci' sangat cocok dengan keinginan Anda mencari 'tempat santai outdoor Bandung' (relevansi deskripsi 75.8%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 85.2%. Destinasi ini terpercaya dengan rating Google 4.50/5
WQ16,tempat santai outdoor Bandung,santai/outdoor,5,True,Perkebunan Teh Malabar,Wisata Alam,Alam; Santai/Healing; Spot Foto; Sejarah; Outdoor; Kuliner,Rp 5.000 - Rp 15.000 (Per Orang),4.84,0.9469,,83.97,1.0,Destinasi 'Perkebunan Teh Malabar' sangat cocok dengan keinginan Anda mencari 'tempat santai outdoor Bandung' (relevansi deskripsi 61.4%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 94.7%. Destinasi ini terpercaya dengan rating Google 4.8
WQ17,museum edukasi Bandung,museum/edukasi,1,True,Museum Inggit Garnasih,Tempat Belajar,Edukasi; Indoor; Gratis; Alam,Gratis,4.77,0.8856,,88.71,1.0,Destinasi 'Museum Inggit Garnasih' sangat cocok dengan keinginan Anda mencari 'museum edukasi Bandung' (relevansi deskripsi 84.5%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 88.6%. Destinasi ini terpercaya dengan rating Google 4.77/5.0 d
WQ17,museum edukasi Bandung,museum/edukasi,2,True,Museum Geologi Bandung,Tempat Belajar,Edukasi; Indoor; Alam; Ramah Anak; Spot Foto; Belanja; Petualangan,Rp 5.000 (Per Orang),4.89,0.9355,,86.86,1.0,Destinasi 'Museum Geologi Bandung' sangat cocok dengan keinginan Anda mencari 'museum edukasi Bandung' (relevansi deskripsi 74.5%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 93.5%. Destinasi ini terpercaya dengan rating Google 4.89/5.0 d
WQ17,museum edukasi Bandung,museum/edukasi,3,True,Museum Konferensi Asia Afrika,Tempat Belajar,Edukasi; Indoor; Gratis; Sejarah; Alam; Ramah Anak; Spot Foto; Santai/Healing,Gratis,4.85,0.9315,,86.53,1.0,Destinasi 'Museum Konferensi Asia Afrika' sangat cocok dengan keinginan Anda mencari 'museum edukasi Bandung' (relevansi deskripsi 74.5%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 93.2%. Destinasi ini terpercaya dengan rating Google 4.8
WQ17,museum edukasi Bandung,museum/edukasi,4,True,Museum Sri Baduga,Tempat Belajar,Edukasi; Indoor; Alam; Ramah Anak; Belanja,Rp 5.000 (Per Orang),4.69,0.9148,,85.08,1.0,Destinasi 'Museum Sri Baduga' sangat cocok dengan keinginan Anda mencari 'museum edukasi Bandung' (relevansi deskripsi 73.9%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 91.5%. Destinasi ini terpercaya dengan rating Google 4.69/5.0 dari t
WQ17,museum edukasi Bandung,museum/edukasi,5,True,NuArt Sculpture Park,Tempat Seni,Budaya; Edukasi; Spot Foto; Santai/Healing; Indoor; Outdoor; Alam; Kuliner,Rp 50.000 (Per Orang),4.85,0.9453,,84.99,1.0,Destinasi 'NuArt Sculpture Park' sangat cocok dengan keinginan Anda mencari 'museum edukasi Bandung' (relevansi deskripsi 65.4%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 94.5%. Destinasi ini terpercaya dengan rating Google 4.85/5.0 dar
WQ18,wisata rating bagus Bandung,rating tinggi,1,True,Bukit Moko Bandung,Wisata Alam,Alam; Spot Foto; Santai/Healing; Outdoor; Malam; Ramah Anak; Kuliner,Rp 15.000 - Rp 30.000 (Per Orang),4.71,0.9235,,77.6,1.0,Destinasi 'Bukit Moko Bandung' sangat cocok dengan keinginan Anda mencari 'wisata rating bagus Bandung' (relevansi deskripsi 51.4%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 92.3%. Destinasi ini terpercaya dengan rating Google 4.71/5.0 
WQ18,wisata rating bagus Bandung,rating tinggi,2,True,Wayang Windu Panenjoan,Wisata Alam,Alam; Spot Foto; Santai/Healing; Petualangan; Outdoor; Kuliner; Belanja,Rp 20.000 (Per Orang),4.78,0.9235,,76.32,1.0,Destinasi 'Wayang Windu Panenjoan' sangat cocok dengan keinginan Anda mencari 'wisata rating bagus Bandung' (relevansi deskripsi 46.9%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 92.3%. Destinasi ini terpercaya dengan rating Google 4.78/
WQ18,wisata rating bagus Bandung,rating tinggi,3,True,Taman Langit Pangalengan (Sunrise Point & Camping Ground),Tempat Camping,Alam; Petualangan; Spot Foto; Santai/Healing; Outdoor; Malam; Ramah Anak; Kuliner; Belanja,Rp 5.000 - Rp 15.000 (Per Orang),4.63,0.8755,,74.47,1.0,Destinasi 'Taman Langit Pangalengan (Sunrise Point & Camping Ground)' sangat cocok dengan keinginan Anda mencari 'wisata rating bagus Bandung' (relevansi deskripsi 48.1%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 87.5%. Destinasi ini te
WQ18,wisata rating bagus Bandung,rating tinggi,4,True,Situ Cileunca Pangalengan Bandung,Wisata Alam,Alam; Santai/Healing; Spot Foto; Outdoor; Ramah Anak; Kuliner; Petualangan,Rp 5.000 (Per Orang),4.56,0.8635,,74.09,1.0,Destinasi 'Situ Cileunca Pangalengan Bandung' sangat cocok dengan keinginan Anda mencari 'wisata rating bagus Bandung' (relevansi deskripsi 49.0%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 86.4%. Destinasi ini terpercaya dengan rating G
WQ18,wisata rating bagus Bandung,rating tinggi,5,True,Kampung Singkur,Wisata Petualangan,Petualangan; Alam; Outdoor; Ramah Anak; Kuliner; Santai/Healing,Rp 10.000 (Per Orang),4.82,0.8799,,73.36,1.0,Destinasi 'Kampung Singkur' sangat cocok dengan keinginan Anda mencari 'wisata rating bagus Bandung' (relevansi deskripsi 48.4%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 88.0%. Destinasi ini terpercaya dengan rating Google 4.82/5.0 dar
WQ19,wisata ada toilet Bandung,toilet/fasilitas,1,True,Wahoo Waterworld,Wahana Air,Keluarga; Ramah Anak; Petualangan; Outdoor; Santai/Healing,Rp 92.000 - Rp 130.000 (Per Orang),4.94,0.9256,,70.49,1.0,Destinasi 'Wahoo Waterworld' sangat cocok dengan keinginan Anda mencari 'wisata ada toilet Bandung' (relevansi deskripsi 28.0%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 92.6%. Destinasi ini terpercaya dengan rating Google 4.94/5.0 dari
WQ19,wisata ada toilet Bandung,toilet/fasilitas,2,True,The Nice Park Bandung,Rekreasi Keluarga,Keluarga; Ramah Anak; Alam; Santai/Healing; Outdoor; Kuliner; Belanja; Petualangan,Rp 30.000 - Rp 60.000 (Per Orang),4.96,0.9394,,70.32,1.0,Destinasi 'The Nice Park Bandung' sangat cocok dengan keinginan Anda mencari 'wisata ada toilet Bandung' (relevansi deskripsi 23.2%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 93.9%. Destinasi ini terpercaya dengan rating Google 4.96/5.0
WQ19,wisata ada toilet Bandung,toilet/fasilitas,3,True,Sudut Pandang Bandung,Tempat Kuliner,Kuliner; Santai/Healing; Malam; Alam; Spot Foto,Rp 75.000 - Rp 85.000 (Per Orang),4.58,0.8643,,68.42,1.0,Destinasi 'Sudut Pandang Bandung' sangat cocok dengan keinginan Anda mencari 'wisata ada toilet Bandung' (relevansi deskripsi 28.2%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 86.4%. Destinasi ini terpercaya dengan rating Google 4.58/5.0
WQ19,wisata ada toilet Bandung,toilet/fasilitas,4,True,Malabar Mountain Coffee Shop & Eatery,Tempat Kuliner,Kuliner; Santai/Healing; Outdoor; Malam; Alam,Rp 25.000 - Rp 100.000 (Per Orang),4.73,0.9121,,66.1,1.0,Cocok secara kontekstual dengan preferensi pencarian Anda. Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 91.2%. Destinasi ini terpercaya dengan rating Google 4.73/5.0 dari total 179 ulasan.
WQ19,wisata ada toilet Bandung,toilet/fasilitas,5,True,Terminal Wisata Grafika Cikole,Rekreasi Keluarga,Keluarga; Kuliner; Alam; Ramah Anak; Petualangan; Malam; Santai/Healing,Rp 20.000 (Per Orang),4.55,0.8455,,66.01,1.0,Destinasi 'Terminal Wisata Grafika Cikole' sangat cocok dengan keinginan Anda mencari 'wisata ada toilet Bandung' (relevansi deskripsi 23.4%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 84.5%. Destinasi ini terpercaya dengan rating Google
WQ20,healing alam tidak terlalu ramai,"alam/santai, crowd jadi soft preference",1,True,Curug Aseupan,Wisata Alam,Alam; Spot Foto; Santai/Healing; Outdoor; Ramah Anak; Kuliner,Rp 10.000 - Rp 15.000 (Per Orang),4.76,0.8944,,81.42,1.0,Destinasi 'Curug Aseupan' sangat cocok dengan keinginan Anda mencari 'healing alam tidak terlalu ramai' (relevansi deskripsi 65.9%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 89.4%. Destinasi ini terpercaya dengan rating Google 4.76/5.0 
WQ20,healing alam tidak terlalu ramai,"alam/santai, crowd jadi soft preference",2,True,Perkebunan Teh Malabar,Wisata Alam,Alam; Santai/Healing; Spot Foto; Sejarah; Outdoor; Kuliner,Rp 5.000 - Rp 15.000 (Per Orang),4.84,0.9469,,80.97,1.0,Destinasi 'Perkebunan Teh Malabar' sangat cocok dengan keinginan Anda mencari 'healing alam tidak terlalu ramai' (relevansi deskripsi 52.8%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 94.7%. Destinasi ini terpercaya dengan rating Google 
WQ20,healing alam tidak terlalu ramai,"alam/santai, crowd jadi soft preference",3,True,Kebun Begonia Lembang,Wisata Alam,Alam; Santai/Healing; Spot Foto; Outdoor; Ramah Anak; Kuliner,Rp 30.000 (Per Orang),4.58,0.8828,,80.8,1.0,Destinasi 'Kebun Begonia Lembang' sangat cocok dengan keinginan Anda mencari 'healing alam tidak terlalu ramai' (relevansi deskripsi 62.3%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 88.3%. Destinasi ini terpercaya dengan rating Google 4
WQ20,healing alam tidak terlalu ramai,"alam/santai, crowd jadi soft preference",4,True,Wayang Windu Panenjoan,Wisata Alam,Alam; Spot Foto; Santai/Healing; Petualangan; Outdoor; Kuliner; Belanja,Rp 20.000 (Per Orang),4.78,0.9235,,80.08,1.0,Destinasi 'Wayang Windu Panenjoan' sangat cocok dengan keinginan Anda mencari 'healing alam tidak terlalu ramai' (relevansi deskripsi 57.7%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 92.3%. Destinasi ini terpercaya dengan rating Google 
WQ20,healing alam tidak terlalu ramai,"alam/santai, crowd jadi soft preference",5,True,Bukit Moko Bandung,Wisata Alam,Alam; Spot Foto; Santai/Healing; Outdoor; Malam; Ramah Anak; Kuliner,Rp 15.000 - Rp 30.000 (Per Orang),4.71,0.9235,,79.98,1.0,Destinasi 'Bukit Moko Bandung' sangat cocok dengan keinginan Anda mencari 'healing alam tidak terlalu ramai' (relevansi deskripsi 58.2%). Ulasan pengunjung didominasi respon sangat positif dengan skor sentimen terkalibrasi 92.3%. Destinasi ini terpercaya dengan rating Google 4.71
